Date,Adj Close
2011-05-27,56.22999954223633
2011-05-31,56.4900016784668
2011-06-01,56.70000076293945
2011-06-02,57.38999938964844
2011-06-03,57.77999877929688
2011-06-06,57.380001068115234
2011-06-07,57.869998931884766
2011-06-08,57.93999862670898
2011-06-09,57.77000045776367
2011-06-10,57.5
2011-06-13,55.459999084472656
2011-06-14,55.959999084472656
2011-06-15,55.70000076293945
2011-06-16,56.0099983215332
2011-06-17,56.810001373291016
2011-06-20,56.02999877929688
2011-06-21,56.20000076293945
2011-06-22,57.13999938964844
2011-06-23,55.52000045776367
2011-06-24,54.40999984741211
2011-06-27,54.09000015258789
2011-06-28,54.56999969482422
2011-06-29,54.36000061035156
2011-06-30,54.2599983215332
2011-07-01,55.150001525878906
2011-07-05,57.970001220703125
2011-07-06,58.97999954223633
2011-07-07,58.540000915527344
2011-07-08,57.79999923706055
2011-07-11,56.5099983215332
2011-07-12,56.720001220703125
2011-07-13,56.7599983215332
2011-07-14,56.86000061035156
2011-07-15,57.34000015258789
2011-07-18,56.27999877929688
2011-07-19,57.40999984741211
2011-07-20,58.77999877929688
2011-07-21,59.5099983215332
2011-07-22,59.75
2011-07-25,59.119998931884766
2011-07-26,58.9900016784668
2011-07-27,57.34999847412109
2011-07-28,54.7400016784668
2011-07-29,54.0
2011-08-01,53.27999877929688
2011-08-02,50.9900016784668
2011-08-03,51.36000061035156
2011-08-04,47.08000183105469
2011-08-05,46.060001373291016
2011-08-08,42.060001373291016
2011-08-09,45.18999862670898
2011-08-10,44.34999847412109
2011-08-11,46.959999084472656
2011-08-12,47.22999954223633
2011-08-15,49.2599983215332
2011-08-16,48.52999877929688
2011-08-17,48.45000076293945
2011-08-18,45.97999954223633
2011-08-19,46.59000015258789
2011-08-22,45.290000915527344
2011-08-23,47.43000030517578
2011-08-24,47.59999847412109
2011-08-25,46.4900016784668
2011-08-26,47.63999938964844
2011-08-29,49.709999084472656
2011-08-30,49.9900016784668
2011-08-31,49.880001068115234
2011-09-01,49.630001068115234
2011-09-02,48.880001068115234
2011-09-06,47.90999984741211
2011-09-07,49.619998931884766
2011-09-08,48.88999938964844
2011-09-09,46.709999084472656
2011-09-12,46.86000061035156
2011-09-13,47.63999938964844
2011-09-14,49.22999954223633
2011-09-15,49.43000030517578
2011-09-16,49.34000015258789
2011-09-19,49.11000061035156
2011-09-20,49.45000076293945
2011-09-21,48.15999984741211
2011-09-22,46.27000045776367
2011-09-23,47.58000183105469
2011-09-26,49.209999084472656
2011-09-27,50.04999923706055
2011-09-28,49.20000076293945
2011-09-29,48.119998931884766
2011-09-30,46.84000015258789
2011-10-03,43.66999816894531
2011-10-04,45.09999847412109
2011-10-05,46.59000015258789
2011-10-06,47.18000030517578
2011-10-07,46.630001068115234
2011-10-10,48.650001525878906
2011-10-11,48.43999862670898
2011-10-12,49.08000183105469
2011-10-13,48.56999969482422
2011-10-14,49.040000915527344
2011-10-17,49.0
2011-10-18,50.2599983215332
2011-10-19,48.77999877929688
2011-10-20,49.0
2011-10-21,49.75
2011-10-24,50.41999816894531
2011-10-25,49.63999938964844
2011-10-26,50.220001220703125
2011-10-27,49.58000183105469
2011-10-28,45.58000183105469
2011-10-31,45.93999862670898
2011-11-01,46.84999847412109
2011-11-02,48.18999862670898
2011-11-03,50.65999984741211
2011-11-04,52.709999084472656
2011-11-07,52.84999847412109
2011-11-08,53.45000076293945
2011-11-09,51.22999954223633
2011-11-10,52.68999862670898
2011-11-11,53.61000061035156
2011-11-14,52.45000076293945
2011-11-15,53.18000030517578
2011-11-16,51.5
2011-11-17,52.20000076293945
2011-11-18,52.90999984741211
2011-11-21,52.06999969482422
2011-11-22,52.459999084472656
2011-11-23,50.97999954223633
2011-11-25,51.84999847412109
2011-11-28,52.75
2011-11-29,52.63999938964844
2011-11-30,52.869998931884766
2011-12-01,52.810001373291016
2011-12-02,53.08000183105469
2011-12-05,52.040000915527344
2011-12-06,52.970001220703125
2011-12-07,52.93999862670898
2011-12-08,51.16999816894531
2011-12-09,52.93999862670898
2011-12-12,52.810001373291016
2011-12-13,52.66999816894531
2011-12-14,52.540000915527344
2011-12-15,53.09999847412109
2011-12-16,54.52000045776367
2011-12-19,52.7400016784668
2011-12-20,55.41999816894531
2011-12-21,55.59999847412109
2011-12-22,55.7400016784668
2011-12-23,56.29999923706055
2011-12-27,56.13999938964844
2011-12-28,55.959999084472656
2011-12-29,56.880001068115234
2011-12-30,56.93999862670898
2012-01-03,57.18999862670898
2012-01-04,56.810001373291016
2012-01-05,56.97999954223633
2012-01-06,56.619998931884766
2012-01-09,56.75
2012-01-10,56.65999984741211
2012-01-11,56.150001525878906
2012-01-12,57.459999084472656
2012-01-13,56.959999084472656
2012-01-17,56.970001220703125
2012-01-18,56.43999862670898
2012-01-19,56.970001220703125
2012-01-20,57.0099983215332
2012-01-23,57.0
2012-01-24,56.63999938964844
2012-01-25,57.709999084472656
2012-01-26,58.4900016784668
2012-01-27,57.61000061035156
2012-01-30,56.83000183105469
2012-01-31,57.63999938964844
2012-02-01,58.27999877929688
2012-02-02,57.79999923706055
2012-02-03,58.16999816894531
2012-02-06,58.310001373291016
2012-02-07,57.84000015258789
2012-02-08,58.119998931884766
2012-02-09,58.790000915527344
2012-02-10,58.59000015258789
2012-02-13,59.970001220703125
2012-02-14,60.02000045776367
2012-02-15,62.220001220703125
2012-02-16,62.5099983215332
2012-02-17,62.84999847412109
2012-02-21,62.70000076293945
2012-02-22,62.720001220703125
2012-02-23,63.5
2012-02-24,63.43000030517578
2012-02-27,63.56999969482422
2012-02-28,63.560001373291016
2012-02-29,63.40999984741211
2012-03-01,63.2400016784668
2012-03-02,62.560001373291016
2012-03-05,62.34999847412109
2012-03-06,60.900001525878906
2012-03-07,60.540000915527344
2012-03-08,61.040000915527344
2012-03-09,61.09000015258789
2012-03-12,62.470001220703125
2012-03-13,62.88999938964844
2012-03-14,63.11000061035156
2012-03-15,63.4900016784668
2012-03-16,63.9900016784668
2012-03-19,63.970001220703125
2012-03-20,63.22999954223633
2012-03-21,64.01000213623047
2012-03-22,64.62999725341797
2012-03-23,64.91000366210938
2012-03-26,64.37000274658203
2012-03-27,63.97999954223633
2012-03-28,63.25
2012-03-29,63.11000061035156
2012-03-30,63.45000076293945
2012-04-02,64.37000274658203
2012-04-03,63.0099983215332
2012-04-04,61.77999877929688
2012-04-05,62.7599983215332
2012-04-09,61.65999984741211
2012-04-10,59.40999984741211
2012-04-11,60.560001373291016
2012-04-12,61.060001373291016
2012-04-13,60.970001220703125
2012-04-16,60.34000015258789
2012-04-17,61.310001373291016
2012-04-18,61.15999984741211
2012-04-19,61.45000076293945
2012-04-20,61.959999084472656
2012-04-23,60.20000076293945
2012-04-24,60.16999816894531
2012-04-25,60.630001068115234
2012-04-26,60.95000076293945
2012-04-27,60.41999816894531
2012-04-30,60.470001220703125
2012-05-01,61.02000045776367
2012-05-02,62.2400016784668
2012-05-03,62.34999847412109
2012-05-04,61.56999969482422
2012-05-07,61.81999969482422
2012-05-08,64.97000122070312
2012-05-09,67.13999938964844
2012-05-10,67.69999694824219
2012-05-11,67.48999786376953
2012-05-14,66.2300033569336
2012-05-15,65.48999786376953
2012-05-16,65.30000305175781
2012-05-17,63.34000015258789
2012-05-18,61.68000030517578
2012-05-21,63.630001068115234
2012-05-22,64.6500015258789
2012-05-23,64.61000061035156
2012-05-24,64.20999908447266
2012-05-25,64.2699966430664
2012-05-29,64.62999725341797
2012-05-30,63.18999862670898
2012-05-31,62.70000076293945
2012-06-01,61.310001373291016
2012-06-04,61.27999877929688
2012-06-05,63.5099983215332
2012-06-06,63.75
2012-06-07,63.810001373291016
2012-06-08,64.12000274658203
2012-06-11,63.38999938964844
2012-06-12,64.7300033569336
2012-06-13,64.93000030517578
2012-06-14,65.88999938964844
2012-06-15,66.88999938964844
2012-06-18,67.62999725341797
2012-06-19,68.9800033569336
2012-06-20,69.4000015258789
2012-06-21,67.44000244140625
2012-06-22,67.91000366210938
2012-06-25,66.61000061035156
2012-06-26,67.69999694824219
2012-06-27,69.6500015258789
2012-06-28,70.0
2012-06-29,70.87000274658203
2012-07-02,72.05000305175781
2012-07-03,72.20999908447266
2012-07-05,72.23999786376953
2012-07-06,72.08000183105469
2012-07-09,72.0199966430664
2012-07-10,72.0999984741211
2012-07-11,71.58999633789062
2012-07-12,72.77999877929688
2012-07-13,72.87000274658203
2012-07-16,72.52999877929688
2012-07-17,73.06999969482422
2012-07-18,72.94999694824219
2012-07-19,74.80999755859375
2012-07-20,74.37000274658203
2012-07-23,73.5199966430664
2012-07-24,72.91999816894531
2012-07-25,74.19999694824219
2012-07-26,75.80000305175781
2012-07-27,76.3499984741211
2012-07-30,77.45999908447266
2012-07-31,76.91999816894531
2012-08-01,78.33999633789062
2012-08-02,78.30000305175781
2012-08-03,79.93000030517578
2012-08-06,77.58999633789062
2012-08-07,76.68000030517578
2012-08-08,76.01000213623047
2012-08-09,75.51000213623047
2012-08-10,77.93000030517578
2012-08-13,78.91000366210938
2012-08-14,78.5
2012-08-15,79.80000305175781
2012-08-16,78.5
2012-08-17,77.80000305175781
2012-08-20,77.87999725341797
2012-08-21,77.27999877929688
2012-08-22,77.11000061035156
2012-08-23,76.37999725341797
2012-08-24,77.7300033569336
2012-08-27,77.23999786376953
2012-08-28,76.76000213623047
2012-08-29,76.45999908447266
2012-08-30,77.0
2012-08-31,77.80000305175781
2012-09-04,77.08000183105469
2012-09-05,78.16000366210938
2012-09-06,79.27999877929688
2012-09-07,78.1500015258789
2012-09-10,77.80000305175781
2012-09-11,78.9000015258789
2012-09-12,80.19999694824219
2012-09-13,81.62999725341797
2012-09-14,82.54000091552734
2012-09-17,80.73999786376953
2012-09-18,79.88999938964844
2012-09-19,80.37999725341797
2012-09-20,80.27999877929688
2012-09-21,79.43000030517578
2012-09-24,76.37000274658203
2012-09-25,75.44000244140625
2012-09-26,74.88999938964844
2012-09-27,75.20999908447266
2012-09-28,75.05999755859375
2012-10-01,75.01000213623047
2012-10-02,75.5
2012-10-03,76.76000213623047
2012-10-04,77.37999725341797
2012-10-05,76.52999877929688
2012-10-08,76.02999877929688
2012-10-09,76.08000183105469
2012-10-10,75.9800033569336
2012-10-11,76.12000274658203
2012-10-12,76.12999725341797
2012-10-15,76.7300033569336
2012-10-16,76.6500015258789
2012-10-17,77.69000244140625
2012-10-18,78.51000213623047
2012-10-19,78.54000091552734
2012-10-22,78.16999816894531
2012-10-23,76.19000244140625
2012-10-24,76.08999633789062
2012-10-25,76.19000244140625
2012-10-26,76.56999969482422
2012-10-31,77.41000366210938
2012-11-01,77.75
2012-11-02,75.0999984741211
2012-11-05,72.94000244140625
2012-11-06,71.62000274658203
2012-11-07,69.47000122070312
2012-11-08,68.26000213623047
2012-11-09,68.72000122070312
2012-11-12,69.0
2012-11-13,68.94000244140625
2012-11-14,67.5
2012-11-15,68.54000091552734
2012-11-16,69.2699966430664
2012-11-19,68.63999938964844
2012-11-20,70.30999755859375
2012-11-21,69.87000274658203
2012-11-23,70.0
2012-11-26,70.27999877929688
2012-11-27,70.29000091552734
2012-11-28,70.29000091552734
2012-11-29,71.30999755859375
2012-11-30,70.8499984741211
2012-12-03,70.44999694824219
2012-12-04,70.44999694824219
2012-12-05,69.73999786376953
2012-12-06,69.5999984741211
2012-12-07,70.43000030517578
2012-12-10,69.76000213623047
2012-12-11,69.58999633789062
2012-12-12,69.61000061035156
2012-12-13,69.08000183105469
2012-12-14,68.68000030517578
2012-12-17,70.77999877929688
2012-12-18,74.13999938964844
2012-12-19,74.05000305175781
2012-12-20,73.20999908447266
2012-12-21,73.43000030517578
2012-12-24,73.43000030517578
2012-12-26,73.23999786376953
2012-12-27,73.66999816894531
2012-12-28,73.58000183105469
2012-12-31,76.23999786376953
2013-01-02,78.0999984741211
2013-01-03,77.9800033569336
2013-01-04,77.5999984741211
2013-01-07,77.4000015258789
2013-01-08,77.19999694824219
2013-01-09,78.5999984741211
2013-01-10,79.0
2013-01-11,78.38999938964844
2013-01-14,78.18000030517578
2013-01-15,78.31999969482422
2013-01-16,78.33999633789062
2013-01-17,78.94999694824219
2013-01-18,78.83000183105469
2013-01-22,78.81999969482422
2013-01-23,78.94999694824219
2013-01-24,79.22000122070312
2013-01-25,80.68000030517578
2013-01-28,82.23999786376953
2013-01-29,81.5
2013-01-30,81.62999725341797
2013-01-31,77.97000122070312
2013-02-01,78.04000091552734
2013-02-04,76.66999816894531
2013-02-05,81.52999877929688
2013-02-06,81.05000305175781
2013-02-07,80.62999725341797
2013-02-08,80.88999938964844
2013-02-11,79.30999755859375
2013-02-12,80.0
2013-02-13,80.02999877929688
2013-02-14,79.4800033569336
2013-02-15,79.54000091552734
2013-02-19,79.38999938964844
2013-02-20,77.98999786376953
2013-02-21,77.02999877929688
2013-02-22,85.0199966430664
2013-02-25,83.30000305175781
2013-02-26,86.73999786376953
2013-02-27,87.12999725341797
2013-02-28,86.38999938964844
2013-03-01,86.48999786376953
2013-03-04,86.98999786376953
2013-03-05,87.61000061035156
2013-03-06,89.9800033569336
2013-03-07,89.80000305175781
2013-03-08,89.05999755859375
2013-03-11,88.94999694824219
2013-03-12,89.5
2013-03-13,89.87999725341797
2013-03-14,90.11000061035156
2013-03-15,90.08999633789062
2013-03-18,98.04000091552734
2013-03-19,100.37999725341795
2013-03-20,105.7699966430664
2013-03-21,102.36000061035156
2013-03-22,103.27999877929688
2013-03-25,102.44000244140624
2013-03-26,102.98999786376952
2013-03-27,104.29000091552734
2013-03-28,104.18000030517578
2013-04-01,103.77999877929688
2013-04-02,103.8000030517578
2013-04-03,102.27999877929688
2013-04-04,104.5500030517578
2013-04-05,105.48999786376952
2013-04-08,104.75
2013-04-09,103.58000183105467
2013-04-10,103.66999816894533
2013-04-11,104.83999633789062
2013-04-12,105.05999755859376
2013-04-15,103.08000183105467
2013-04-16,104.91000366210938
2013-04-17,104.02999877929688
2013-04-18,102.7300033569336
2013-04-19,103.04000091552734
2013-04-22,103.8499984741211
2013-04-23,104.41000366210938
2013-04-24,103.0500030517578
2013-04-25,101.11000061035156
2013-04-26,101.63999938964844
2013-04-29,101.62000274658205
2013-04-30,100.73999786376952
2013-05-01,101.16999816894533
2013-05-02,103.12999725341795
2013-05-03,104.61000061035156
2013-05-06,105.02999877929688
2013-05-07,109.69000244140624
2013-05-08,110.04000091552734
2013-05-09,110.12999725341795
2013-05-10,110.05999755859376
2013-05-13,111.6500015258789
2013-05-14,113.77999877929688
2013-05-15,114.52999877929688
2013-05-16,113.61000061035156
2013-05-17,112.13999938964844
2013-05-20,111.41000366210938
2013-05-21,114.0
2013-05-22,112.94000244140624
2013-05-23,113.54000091552734
2013-05-24,112.8499984741211
2013-05-28,114.0999984741211
2013-05-29,112.6500015258789
2013-05-30,111.80999755859376
2013-05-31,112.0
2013-06-03,111.62000274658205
2013-06-04,114.9499969482422
2013-06-05,113.91999816894533
2013-06-06,112.62999725341795
2013-06-07,113.91000366210938
2013-06-10,112.52999877929688
2013-06-11,112.45999908447266
2013-06-12,111.38999938964844
2013-06-13,110.88999938964844
2013-06-14,116.61000061035156
2013-06-17,117.72000122070312
2013-06-18,117.9499969482422
2013-06-19,117.8000030517578
2013-06-20,114.0500030517578
2013-06-21,119.68000030517578
2013-06-24,118.44000244140624
2013-06-25,117.7699966430664
2013-06-26,119.0
2013-06-27,123.80999755859376
2013-06-28,123.8499984741211
2013-07-01,122.22000122070312
2013-07-02,125.13999938964844
2013-07-03,127.63999938964844
2013-07-05,127.37999725341795
2013-07-08,127.83999633789062
2013-07-09,125.66999816894533
2013-07-10,125.3499984741211
2013-07-11,125.1999969482422
2013-07-12,124.66999816894533
2013-07-15,124.58000183105467
2013-07-16,123.81999969482422
2013-07-17,124.1500015258789
2013-07-18,124.56999969482422
2013-07-19,128.30999755859375
2013-07-22,128.19000244140625
2013-07-23,127.7699966430664
2013-07-24,128.22000122070312
2013-07-25,127.75
2013-07-26,126.61000061035156
2013-07-29,125.69000244140624
2013-07-30,123.77999877929688
2013-07-31,125.73999786376952
2013-08-01,127.95999908447266
2013-08-02,134.0
2013-08-05,130.14999389648438
2013-08-06,127.0500030517578
2013-08-07,129.6300048828125
2013-08-08,128.05999755859375
2013-08-09,128.27000427246094
2013-08-12,126.55999755859376
2013-08-13,126.0999984741211
2013-08-14,124.45999908447266
2013-08-15,123.12000274658205
2013-08-16,122.5999984741211
2013-08-19,123.25
2013-08-20,124.88999938964844
2013-08-21,123.2300033569336
2013-08-22,123.9499969482422
2013-08-23,122.6999969482422
2013-08-26,122.16999816894533
2013-08-27,121.01000213623048
2013-08-28,120.0
2013-08-29,120.9000015258789
2013-08-30,121.41999816894533
2013-09-03,123.0500030517578
2013-09-04,124.55999755859376
2013-09-05,124.66000366210938
2013-09-06,125.0199966430664
2013-09-09,126.6999969482422
2013-09-10,127.44000244140624
2013-09-11,129.11000061035156
2013-09-12,128.27999877929688
2013-09-13,128.75
2013-09-16,129.17999267578125
2013-09-17,130.25999450683594
2013-09-18,132.38999938964844
2013-09-19,133.22999572753906
2013-09-20,133.83999633789062
2013-09-23,133.44000244140625
2013-09-24,131.14999389648438
2013-09-25,134.00999450683594
2013-09-26,135.99000549316406
2013-09-27,133.57000732421875
2013-09-30,134.75999450683594
2013-10-01,135.47000122070312
2013-10-02,133.7899932861328
2013-10-03,131.5500030517578
2013-10-04,132.63999938964844
2013-10-07,132.49000549316406
2013-10-08,131.61000061035156
2013-10-09,131.5
2013-10-10,136.08999633789062
2013-10-11,136.22999572753906
2013-10-14,137.19000244140625
2013-10-15,137.44000244140625
2013-10-16,139.00999450683594
2013-10-17,137.7100067138672
2013-10-18,137.30999755859375
2013-10-21,137.10000610351562
2013-10-22,136.7100067138672
2013-10-23,135.22000122070312
2013-10-24,137.97000122070312
2013-10-25,138.5800018310547
2013-10-28,136.5399932861328
2013-10-29,137.22999572753906
2013-10-30,135.02000427246094
2013-10-31,134.0399932861328
2013-11-01,138.07000732421875
2013-11-04,135.77000427246094
2013-11-05,131.05999755859375
2013-11-06,128.9199981689453
2013-11-07,127.47000122070312
2013-11-08,128.05999755859375
2013-11-11,127.04000091552734
2013-11-12,128.4600067138672
2013-11-13,128.75999450683594
2013-11-14,128.07000732421875
2013-11-15,128.69000244140625
2013-11-18,129.5399932861328
2013-11-19,129.07000732421875
2013-11-20,126.95999908447266
2013-11-21,126.95999908447266
2013-11-22,134.66000366210938
