Date,Adj Close
1993-03-29,0.9583330154418944
1993-03-30,0.9166669845581056
1993-03-31,0.9583330154418944
1993-04-01,0.9583330154418944
1993-04-02,1.0
1993-04-05,0.9166669845581056
1993-04-06,0.9166669845581056
1993-04-07,0.9166669845581056
1993-04-08,0.875
1993-04-12,0.875
1993-04-13,0.9166669845581056
1993-04-14,0.9166669845581056
1993-04-15,0.875
1993-04-16,0.8333330154418945
1993-04-19,0.8333330154418945
1993-04-20,0.9166669845581056
1993-04-21,0.875
1993-04-22,0.875
1993-04-23,0.9166669845581056
1993-04-26,0.875
1993-04-27,0.9166669845581056
1993-04-28,0.9166669845581056
1993-04-29,0.875
1993-04-30,0.7916669845581055
1993-05-03,0.9166669845581056
1993-05-04,0.8333330154418945
1993-05-05,0.875
1993-05-06,0.875
1993-05-07,0.875
1993-05-10,1.0416669845581057
1993-05-11,1.0833330154418943
1993-05-12,1.0833330154418943
1993-05-13,1.0416669845581057
1993-05-14,1.125
1993-05-17,1.0833330154418943
1993-05-18,1.0416669845581057
1993-05-19,0.9583330154418944
1993-05-20,0.9166669845581056
1993-05-21,0.9166669845581056
1993-05-24,0.875
1993-05-25,0.9583330154418944
1993-05-26,0.9166669845581056
1993-05-27,0.9166669845581056
1993-05-28,0.9375
1993-06-01,0.875
1993-06-02,0.875
1993-06-03,0.9166669845581056
1993-06-04,0.9583330154418944
1993-06-07,0.9166669845581056
1993-06-08,0.9583330154418944
1993-06-09,0.875
1993-06-10,0.875
1993-06-11,0.9583330154418944
1993-06-14,0.875
1993-06-15,0.875
1993-06-16,0.8333330154418945
1993-06-17,0.9166669845581056
1993-06-18,0.875
1993-06-21,0.875
1993-06-22,0.875
1993-06-23,0.875
1993-06-24,0.875
1993-06-25,0.875
1993-06-28,0.8333330154418945
1993-06-29,0.8333330154418945
1993-06-30,0.9166669845581056
1993-07-01,0.875
1993-07-02,0.7916669845581055
1993-07-06,0.7916669845581055
1993-07-07,0.9166669845581056
1993-07-08,0.875
1993-07-09,0.875
1993-07-12,0.8333330154418945
1993-07-13,0.8125
1993-07-14,0.8125
1993-07-15,0.875
1993-07-16,0.8333330154418945
1993-07-19,0.75
1993-07-20,0.7916669845581055
1993-07-21,0.7083330154418945
1993-07-22,0.7083330154418945
1993-07-23,0.6666669845581055
1993-07-26,0.7916669845581055
1993-07-27,0.7916669845581055
1993-07-28,0.7083330154418945
1993-07-29,0.625
1993-07-30,0.625
1993-08-02,0.625
1993-08-03,0.7916669845581055
1993-08-04,0.9583330154418944
1993-08-05,0.9583330154418944
1993-08-06,0.9583330154418944
1993-08-09,0.875
1993-08-10,0.75
1993-08-11,0.8333330154418945
1993-08-12,0.8333330154418945
1993-08-13,0.75
1993-08-16,0.7916669845581055
1993-08-17,0.875
1993-08-18,0.7916669845581055
1993-08-19,0.875
1993-08-20,0.8333330154418945
1993-08-23,0.9166669845581056
1993-08-24,0.875
1993-08-25,0.8333330154418945
1993-08-26,0.8333330154418945
1993-08-27,0.7916669845581055
1993-08-30,0.7916669845581055
1993-08-31,0.875
1993-09-01,0.875
1993-09-02,0.8125
1993-09-03,0.8333330154418945
1993-09-07,0.8333330154418945
1993-09-08,0.75
1993-09-09,0.7916669845581055
1993-09-10,0.8333330154418945
1993-09-13,0.75
1993-09-14,0.75
1993-09-15,0.75
1993-09-16,0.8333330154418945
1993-09-17,0.7916669845581055
1993-09-20,0.75
1993-09-21,0.7083330154418945
1993-09-22,0.75
1993-09-23,0.7083330154418945
1993-09-24,0.7083330154418945
1993-09-27,0.7083330154418945
1993-09-28,0.8333330154418945
1993-09-29,0.8541669845581055
1993-09-30,0.8333330154418945
1993-10-01,0.8541669845581055
1993-10-04,0.875
1993-10-05,0.8333330154418945
1993-10-06,0.84375
1993-10-07,0.8333330154418945
1993-10-08,0.8958330154418945
1993-10-11,0.8958330154418945
1993-10-12,0.9375
1993-10-13,1.0208330154418943
1993-10-14,1.0
1993-10-15,1.0208330154418943
1993-10-18,1.03125
1993-10-19,0.9791669845581056
1993-10-20,1.0208330154418943
1993-10-21,0.9375
1993-10-22,1.0
1993-10-25,0.9583330154418944
1993-10-26,0.9791669845581056
1993-10-27,1.0
1993-10-28,0.875
1993-10-29,0.9375
1993-11-01,0.9375
1993-11-02,0.9583330154418944
1993-11-03,1.0
1993-11-04,0.9791669845581056
1993-11-05,0.9583330154418944
1993-11-08,0.9583330154418944
1993-11-09,0.9583330154418944
1993-11-10,0.9375
1993-11-11,0.9375
1993-11-12,0.9479169845581056
1993-11-15,1.0
1993-11-16,0.9791669845581056
1993-11-17,0.9583330154418944
1993-11-18,0.9375
1993-11-19,1.0
1993-11-22,0.9583330154418944
1993-11-23,0.9375
1993-11-24,1.0
1993-11-26,1.0
1993-11-29,1.0208330154418943
1993-11-30,1.0
1993-12-01,1.0208330154418943
1993-12-02,1.0520830154418943
1993-12-03,1.1458330154418943
1993-12-06,1.3125
1993-12-07,1.2083330154418943
1993-12-08,1.1666669845581057
1993-12-09,1.1041669845581057
1993-12-10,1.125
1993-12-13,1.0208330154418943
1993-12-14,0.9583330154418944
1993-12-15,0.9791669845581056
1993-12-16,0.9583330154418944
1993-12-17,0.9791669845581056
1993-12-20,0.9583330154418944
1993-12-21,0.9583330154418944
1993-12-22,0.9583330154418944
1993-12-23,0.9375
1993-12-27,1.0208330154418943
1993-12-28,1.0
1993-12-29,0.9375
1993-12-30,0.9166669845581056
1993-12-31,0.9583330154418944
1994-01-03,0.9375
1994-01-04,0.8958330154418945
1994-01-05,0.9583330154418944
1994-01-06,0.9166669845581056
1994-01-07,1.0
1994-01-10,1.0
1994-01-11,1.0208330154418943
1994-01-12,1.0416669845581057
1994-01-13,1.0416669845581057
1994-01-14,1.0416669845581057
1994-01-17,1.0416669845581057
1994-01-18,1.0416669845581057
1994-01-19,1.03125
1994-01-20,1.0416669845581057
1994-01-21,1.0416669845581057
1994-01-24,1.0625
1994-01-25,1.0625
1994-01-26,1.0625
1994-01-27,1.0416669845581057
1994-01-28,1.0416669845581057
1994-01-31,1.0833330154418943
1994-02-01,1.0416669845581057
1994-02-02,1.0208330154418943
1994-02-03,1.0208330154418943
1994-02-04,0.9375
1994-02-07,0.9166669845581056
1994-02-08,0.9166669845581056
1994-02-09,0.9166669845581056
1994-02-10,0.875
1994-02-11,0.9270830154418944
1994-02-14,1.0
1994-02-15,0.9375
1994-02-16,0.9791669845581056
1994-02-17,0.96875
1994-02-18,0.9583330154418944
1994-02-22,0.9583330154418944
1994-02-23,0.9375
1994-02-24,0.9166669845581056
1994-02-25,0.8958330154418945
1994-02-28,0.875
1994-03-01,0.8333330154418945
1994-03-02,0.8333330154418945
1994-03-03,0.7708330154418945
1994-03-04,0.8125
1994-03-07,0.7916669845581055
1994-03-08,0.8125
1994-03-09,0.8125
1994-03-10,0.7916669845581055
1994-03-11,0.7083330154418945
1994-03-14,0.75
1994-03-15,0.7291669845581055
1994-03-16,0.7291669845581055
1994-03-17,0.75
1994-03-18,0.7291669845581055
1994-03-21,0.75
1994-03-22,0.7083330154418945
1994-03-23,0.6875
1994-03-24,0.6770830154418945
1994-03-25,0.7083330154418945
1994-03-28,0.6666669845581055
1994-03-29,0.6666669845581055
1994-03-30,0.6458330154418945
1994-03-31,0.6458330154418945
1994-04-04,0.6354169845581055
1994-04-05,0.6666669845581055
1994-04-06,0.6458330154418945
1994-04-07,0.6458330154418945
1994-04-08,0.6458330154418945
1994-04-11,0.625
1994-04-12,0.5833330154418945
1994-04-13,0.5833330154418945
1994-04-14,0.5416669845581055
1994-04-15,0.6041669845581055
1994-04-18,0.625
1994-04-19,0.5833330154418945
1994-04-20,0.5625
1994-04-21,0.5833330154418945
1994-04-22,0.5625
1994-04-25,0.5625
1994-04-26,0.5625
1994-04-28,0.5625
1994-04-29,0.6041669845581055
1994-05-02,0.6041669845581055
1994-05-03,0.6666669845581055
1994-05-04,0.7083330154418945
1994-05-05,0.6875
1994-05-06,0.6458330154418945
1994-05-09,0.625
1994-05-10,0.6666669845581055
1994-05-11,0.6666669845581055
1994-05-12,0.6875
1994-05-13,0.7083330154418945
1994-05-16,0.6875
1994-05-17,0.6458330154418945
1994-05-18,0.6458330154418945
1994-05-19,0.6458330154418945
1994-05-20,0.6458330154418945
1994-05-23,0.625
1994-05-24,0.625
1994-05-25,0.6458330154418945
1994-05-26,0.6041669845581055
1994-05-27,0.625
1994-05-31,0.625
1994-06-01,0.6458330154418945
1994-06-02,0.6041669845581055
1994-06-03,0.6041669845581055
1994-06-06,0.6041669845581055
1994-06-07,0.5833330154418945
1994-06-08,0.5416669845581055
1994-06-09,0.5416669845581055
1994-06-10,0.5
1994-06-13,0.5
1994-06-14,0.5208330154418945
1994-06-15,0.5208330154418945
1994-06-16,0.5208330154418945
1994-06-17,0.5
1994-06-20,0.4791670143604278
1994-06-21,0.4166670143604278
1994-06-22,0.4791670143604278
1994-06-23,0.4375
1994-06-24,0.4166670143604278
1994-06-27,0.40625
1994-06-28,0.40625
1994-06-29,0.40625
1994-06-30,0.40625
1994-07-01,0.4375
1994-07-05,0.4583329856395721
1994-07-06,0.4583329856395721
1994-07-07,0.5
1994-07-08,0.4791670143604278
1994-07-11,0.4791670143604278
1994-07-12,0.46875
1994-07-13,0.4479170143604278
1994-07-14,0.4583329856395721
1994-07-15,0.4375
1994-07-18,0.4375
1994-07-19,0.4375
1994-07-20,0.4270829856395721
1994-07-21,0.4583329856395721
1994-07-22,0.5
1994-07-25,0.4791670143604278
1994-07-26,0.4791670143604278
1994-07-27,0.4791670143604278
1994-07-28,0.3958329856395721
1994-07-29,0.4583329856395721
1994-08-01,0.4166670143604278
1994-08-02,0.421875
1994-08-03,0.4583329856395721
1994-08-04,0.4583329856395721
1994-08-05,0.4583329856395721
1994-08-08,0.4166670143604278
1994-08-09,0.4166670143604278
1994-08-10,0.4166670143604278
1994-08-11,0.4375
1994-08-12,0.4479170143604278
1994-08-15,0.4583329856395721
1994-08-16,0.5208330154418945
1994-08-17,0.5
1994-08-18,0.5
1994-08-19,0.4791670143604278
1994-08-22,0.5208330154418945
1994-08-23,0.5
1994-08-24,0.4583329856395721
1994-08-25,0.5
1994-08-26,0.4583329856395721
1994-08-29,0.4583329856395721
1994-08-30,0.5
1994-08-31,0.4583329856395721
1994-09-01,0.4583329856395721
1994-09-02,0.4583329856395721
1994-09-06,0.4791670143604278
1994-09-07,0.5
1994-09-08,0.5
1994-09-09,0.4791670143604278
1994-09-12,0.4895829856395721
1994-09-13,0.5
1994-09-14,0.4895829856395721
1994-09-15,0.4791670143604278
1994-09-16,0.4791670143604278
1994-09-19,0.4791670143604278
1994-09-20,0.4375
1994-09-21,0.4375
1994-09-22,0.4583329856395721
1994-09-23,0.4583329856395721
1994-09-26,0.4375
1994-09-27,0.4166670143604278
1994-09-28,0.4166670143604278
1994-09-29,0.40625
1994-09-30,0.3958329856395721
1994-10-03,0.3958329856395721
1994-10-04,0.375
1994-10-05,0.3854170143604278
1994-10-06,0.375
1994-10-07,0.3958329856395721
1994-10-10,0.375
1994-10-11,0.3958329856395721
1994-10-12,0.375
1994-10-13,0.40625
1994-10-14,0.40625
1994-10-17,0.3958329856395721
1994-10-18,0.3958329856395721
1994-10-19,0.4166670143604278
1994-10-20,0.3958329856395721
1994-10-21,0.4166670143604278
1994-10-24,0.4270829856395721
1994-10-25,0.3958329856395721
1994-10-26,0.3958329856395721
1994-10-27,0.4375
1994-10-28,0.4895829856395721
1994-10-31,0.4791670143604278
1994-11-01,0.4583329856395721
1994-11-02,0.4375
1994-11-03,0.4791670143604278
1994-11-04,0.4375
1994-11-07,0.4479170143604278
1994-11-08,0.4375
1994-11-09,0.4375
1994-11-10,0.4166670143604278
1994-11-11,0.4166670143604278
1994-11-14,0.4375
1994-11-15,0.4166670143604278
1994-11-16,0.3958329856395721
1994-11-17,0.4166670143604278
1994-11-18,0.4166670143604278
1994-11-21,0.4166670143604278
1994-11-22,0.4166670143604278
1994-11-23,0.4270829856395721
1994-11-25,0.4270829856395721
1994-11-28,0.4166670143604278
1994-11-29,0.4166670143604278
1994-11-30,0.4166670143604278
1994-12-01,0.4375
1994-12-02,0.4166670143604278
1994-12-05,0.4166670143604278
1994-12-06,0.3958329856395721
1994-12-07,0.4166670143604278
1994-12-08,0.3958329856395721
1994-12-09,0.375
1994-12-12,0.375
1994-12-13,0.375
1994-12-14,0.375
1994-12-15,0.375
1994-12-16,0.3541670143604278
1994-12-19,0.375
1994-12-20,0.3541670143604278
1994-12-21,0.3645829856395721
1994-12-22,0.375
1994-12-23,0.375
1994-12-27,0.3645829856395721
1994-12-28,0.3541670143604278
1994-12-29,0.3541670143604278
1994-12-30,0.3541670143604278
1995-01-03,0.3958329856395721
1995-01-04,0.4166670143604278
1995-01-05,0.375
1995-01-06,0.4166670143604278
1995-01-09,0.40625
1995-01-10,0.4166670143604278
1995-01-11,0.4166670143604278
1995-01-12,0.40625
1995-01-13,0.4375
1995-01-16,0.4375
1995-01-17,0.3958329856395721
1995-01-18,0.3958329856395721
1995-01-19,0.3854170143604278
1995-01-20,0.4166670143604278
1995-01-23,0.4166670143604278
1995-01-24,0.4166670143604278
1995-01-25,0.4270829856395721
1995-01-26,0.4270829856395721
1995-01-27,0.4166670143604278
1995-01-30,0.4166670143604278
1995-01-31,0.4270829856395721
1995-02-01,0.4375
1995-02-02,0.46875
1995-02-03,0.4583329856395721
1995-02-06,0.4791670143604278
1995-02-07,0.4583329856395721
1995-02-08,0.46875
1995-02-09,0.4375
1995-02-10,0.4791670143604278
1995-02-13,0.5416669845581055
1995-02-14,0.6041669845581055
1995-02-15,0.6666669845581055
1995-02-16,0.6875
1995-02-17,0.6458330154418945
1995-02-21,0.625
1995-02-22,0.625
1995-02-23,0.625
1995-02-24,0.625
1995-02-27,0.625
1995-02-28,0.625
1995-03-01,0.625
1995-03-02,0.625
1995-03-03,0.6875
1995-03-06,0.6875
1995-03-07,0.6875
1995-03-08,0.6875
1995-03-09,0.6666669845581055
1995-03-10,0.625
1995-03-13,0.6041669845581055
1995-03-14,0.625
1995-03-15,0.6041669845581055
1995-03-16,0.75
1995-03-17,0.6875
1995-03-20,0.6666669845581055
1995-03-21,0.625
1995-03-22,0.6875
1995-03-23,0.6458330154418945
1995-03-24,0.6666669845581055
1995-03-27,0.6458330154418945
1995-03-28,0.625
1995-03-29,0.65625
1995-03-30,0.625
1995-03-31,0.625
1995-04-03,0.625
1995-04-04,0.6041669845581055
1995-04-05,0.6458330154418945
1995-04-06,0.6354169845581055
1995-04-07,0.6145830154418945
1995-04-10,0.625
1995-04-11,0.5833330154418945
1995-04-12,0.6041669845581055
1995-04-13,0.5833330154418945
1995-04-17,0.6145830154418945
1995-04-18,0.65625
1995-04-19,0.65625
1995-04-20,0.6458330154418945
1995-04-21,0.65625
1995-04-24,0.6458330154418945
1995-04-25,0.65625
1995-04-26,0.6458330154418945
1995-04-27,0.6666669845581055
1995-04-28,0.6666669845581055
1995-05-01,0.6770830154418945
1995-05-02,0.6770830154418945
1995-05-03,0.7291669845581055
1995-05-04,0.7083330154418945
1995-05-05,0.7083330154418945
1995-05-08,0.7083330154418945
1995-05-09,0.7291669845581055
1995-05-10,0.7291669845581055
1995-05-11,0.6875
1995-05-12,0.7083330154418945
1995-05-15,0.71875
1995-05-16,0.7291669845581055
1995-05-17,0.6875
1995-05-18,0.6458330154418945
1995-05-19,0.6666669845581055
1995-05-22,0.7083330154418945
1995-05-23,0.7083330154418945
1995-05-24,0.7291669845581055
1995-05-25,0.7291669845581055
1995-05-26,0.6875
1995-05-30,0.75
1995-05-31,0.75
1995-06-01,0.7291669845581055
1995-06-02,0.7083330154418945
1995-06-05,0.7083330154418945
1995-06-06,0.7291669845581055
1995-06-07,0.7083330154418945
1995-06-08,0.7291669845581055
1995-06-09,0.7291669845581055
1995-06-12,0.75
1995-06-13,0.8229169845581055
1995-06-14,0.84375
1995-06-15,0.8229169845581055
1995-06-16,0.8541669845581055
1995-06-19,0.9166669845581056
1995-06-20,0.8541669845581055
1995-06-21,0.8333330154418945
1995-06-22,0.875
1995-06-23,0.875
1995-06-26,0.8645830154418945
1995-06-27,0.8541669845581055
1995-06-28,0.875
1995-06-29,0.875
1995-06-30,0.9375
1995-07-03,0.9375
1995-07-05,0.9166669845581056
1995-07-06,1.0208330154418943
1995-07-07,0.9583330154418944
1995-07-10,1.0
1995-07-11,1.0833330154418943
1995-07-12,1.0625
1995-07-13,1.0416669845581057
1995-07-14,1.0208330154418943
1995-07-17,1.0416669845581057
1995-07-18,1.0208330154418943
1995-07-19,0.9791669845581056
1995-07-20,0.90625
1995-07-21,1.0
1995-07-24,1.0416669845581057
1995-07-25,1.0416669845581057
1995-07-26,1.0
1995-07-27,1.0625
