Date,Adj Close
2013-04-04,27.06999969482422
2013-04-05,27.38999938964844
2013-04-08,26.850000381469727
2013-04-09,26.59000015258789
2013-04-10,27.56999969482422
2013-04-11,28.020000457763672
2013-04-12,27.399999618530277
2013-04-15,26.520000457763672
2013-04-16,26.920000076293945
2013-04-17,26.6299991607666
2013-04-18,25.690000534057617
2013-04-19,25.729999542236328
2013-04-22,25.96999931335449
2013-04-23,25.979999542236328
2013-04-24,26.11000061035156
2013-04-25,26.13999938964844
2013-04-26,26.850000381469727
2013-04-29,26.979999542236328
2013-04-30,27.770000457763672
2013-05-01,27.43000030517578
2013-05-02,28.96999931335449
2013-05-03,28.309999465942383
2013-05-06,27.56999969482422
2013-05-07,26.88999938964844
2013-05-08,27.1200008392334
2013-05-09,27.040000915527344
2013-05-10,26.68000030517578
2013-05-13,26.81999969482422
2013-05-14,27.06999969482422
2013-05-15,26.600000381469727
2013-05-16,26.1299991607666
2013-05-17,26.25
2013-05-20,25.76000022888184
2013-05-21,25.65999984741211
2013-05-22,25.15999984741211
2013-05-23,25.059999465942383
2013-05-24,24.309999465942383
2013-05-28,24.100000381469727
2013-05-29,23.31999969482422
2013-05-30,24.549999237060547
2013-05-31,24.350000381469727
2013-06-03,23.850000381469727
2013-06-04,23.520000457763672
2013-06-05,22.899999618530277
2013-06-06,22.96999931335449
2013-06-07,23.290000915527344
2013-06-10,24.32999992370605
2013-06-11,24.030000686645508
2013-06-12,23.770000457763672
2013-06-13,23.729999542236328
2013-06-14,23.6299991607666
2013-06-17,24.020000457763672
2013-06-18,24.209999084472656
2013-06-19,24.309999465942383
2013-06-20,23.899999618530277
2013-06-21,24.530000686645508
2013-06-24,23.940000534057617
2013-06-25,24.25
2013-06-26,24.15999984741211
2013-06-27,24.65999984741211
2013-06-28,24.8799991607666
2013-07-01,24.809999465942383
2013-07-02,24.40999984741211
2013-07-03,24.520000457763672
2013-07-05,24.3700008392334
2013-07-08,24.709999084472656
2013-07-09,25.479999542236328
2013-07-10,25.799999237060547
2013-07-11,25.809999465942383
2013-07-12,25.90999984741211
2013-07-15,26.280000686645508
2013-07-16,26.31999969482422
2013-07-17,26.649999618530277
2013-07-18,26.18000030517578
2013-07-19,25.8799991607666
2013-07-22,26.049999237060547
2013-07-23,26.1299991607666
2013-07-24,26.51000022888184
2013-07-25,34.36000061035156
2013-07-26,34.0099983215332
2013-07-29,35.43000030517578
2013-07-30,37.630001068115234
2013-07-31,36.79999923706055
2013-08-01,37.4900016784668
2013-08-02,38.04999923706055
2013-08-05,39.18999862670898
2013-08-06,38.54999923706055
2013-08-07,38.869998931884766
2013-08-08,38.540000915527344
2013-08-09,38.5
2013-08-12,38.220001220703125
2013-08-13,37.02000045776367
2013-08-14,36.650001525878906
2013-08-15,36.560001373291016
2013-08-16,37.08000183105469
2013-08-19,37.810001373291016
2013-08-20,38.40999984741211
2013-08-21,38.31999969482422
2013-08-22,38.54999923706055
2013-08-23,40.54999923706055
2013-08-26,41.34000015258789
2013-08-27,39.63999938964844
2013-08-28,40.54999923706055
2013-08-29,41.27999877929688
2013-08-30,41.290000915527344
2013-09-03,41.869998931884766
2013-09-04,41.77999877929688
2013-09-05,42.65999984741211
2013-09-06,43.95000076293945
2013-09-09,44.040000915527344
2013-09-10,43.59999847412109
2013-09-11,45.040000915527344
2013-09-12,44.75
2013-09-13,44.310001373291016
2013-09-16,42.5099983215332
2013-09-17,45.06999969482422
2013-09-18,45.22999954223633
2013-09-19,45.97999954223633
2013-09-20,47.4900016784668
2013-09-23,47.18999862670898
2013-09-24,48.45000076293945
2013-09-25,49.459999084472656
2013-09-26,50.38999938964844
2013-09-27,51.2400016784668
2013-09-30,50.22999954223633
2013-10-01,50.41999816894531
2013-10-02,50.27999877929688
2013-10-03,49.18000030517578
2013-10-04,51.040000915527344
2013-10-07,50.52000045776367
2013-10-08,47.13999938964844
2013-10-09,46.77000045776367
2013-10-10,49.04999923706055
2013-10-11,49.11000061035156
2013-10-14,49.5099983215332
2013-10-15,49.5
2013-10-16,51.13999938964844
2013-10-17,52.209999084472656
2013-10-18,54.220001220703125
2013-10-21,53.84999847412109
2013-10-22,52.68000030517578
2013-10-23,51.900001525878906
2013-10-24,52.45000076293945
2013-10-25,51.95000076293945
2013-10-28,50.22999954223633
2013-10-29,49.400001525878906
2013-10-30,49.0099983215332
2013-10-31,50.209999084472656
2013-11-01,49.75
2013-11-04,48.220001220703125
2013-11-05,50.11000061035156
2013-11-06,49.119998931884766
2013-11-07,47.560001373291016
2013-11-08,47.52999877929688
2013-11-11,46.20000076293945
2013-11-12,46.61000061035156
2013-11-13,48.709999084472656
2013-11-14,48.9900016784668
2013-11-15,49.0099983215332
2013-11-18,45.83000183105469
2013-11-19,46.36000061035156
2013-11-20,46.43000030517578
2013-11-21,46.70000076293945
2013-11-22,46.22999954223633
2013-11-25,44.81999969482422
2013-11-26,45.88999938964844
2013-11-27,46.4900016784668
2013-11-29,47.0099983215332
2013-12-02,47.060001373291016
2013-12-03,46.72999954223633
2013-12-04,48.619998931884766
2013-12-05,48.34000015258789
2013-12-06,47.93999862670898
2013-12-09,48.84000015258789
2013-12-10,50.25
2013-12-11,49.380001068115234
2013-12-12,51.83000183105469
2013-12-13,53.31999969482422
2013-12-16,53.810001373291016
2013-12-17,54.86000061035156
2013-12-18,55.56999969482422
2013-12-19,55.04999923706055
2013-12-20,55.119998931884766
2013-12-23,57.77000045776367
2013-12-24,57.959999084472656
2013-12-26,57.72999954223633
2013-12-27,55.43999862670898
2013-12-30,53.709999084472656
2013-12-31,54.650001525878906
2014-01-02,54.709999084472656
2014-01-03,54.560001373291016
2014-01-06,57.20000076293945
2014-01-07,57.91999816894531
2014-01-08,58.22999954223633
2014-01-09,57.220001220703125
2014-01-10,57.93999862670898
2014-01-13,55.90999984741211
2014-01-14,57.7400016784668
2014-01-15,57.59999847412109
2014-01-16,57.18999862670898
2014-01-17,56.29999923706055
2014-01-21,58.5099983215332
2014-01-22,57.5099983215332
2014-01-23,56.630001068115234
2014-01-24,54.45000076293945
2014-01-27,53.54999923706055
2014-01-28,55.13999938964844
2014-01-29,53.52999877929688
2014-01-30,61.08000183105469
2014-01-31,62.56999969482422
2014-02-03,61.47999954223633
2014-02-04,62.75
2014-02-05,62.18999862670898
2014-02-06,62.15999984741211
2014-02-07,64.31999969482422
2014-02-10,63.54999923706055
2014-02-11,64.8499984741211
2014-02-12,64.44999694824219
2014-02-13,67.33000183105469
2014-02-14,67.08999633789062
2014-02-18,67.30000305175781
2014-02-19,68.05999755859375
2014-02-20,69.62999725341797
2014-02-21,68.58999633789062
2014-02-24,70.77999877929688
2014-02-25,69.8499984741211
2014-02-26,69.26000213623047
2014-02-27,68.94000244140625
2014-02-28,68.45999908447266
2014-03-03,67.41000366210938
2014-03-04,68.80000305175781
2014-03-05,71.56999969482422
2014-03-06,70.83999633789062
2014-03-07,69.80000305175781
2014-03-10,72.02999877929688
2014-03-11,70.0999984741211
2014-03-12,70.87999725341797
2014-03-13,68.83000183105469
2014-03-14,67.72000122070312
2014-03-17,68.73999786376953
2014-03-18,69.19000244140625
2014-03-19,68.23999786376953
2014-03-20,66.97000122070312
2014-03-21,67.23999786376953
2014-03-24,64.0999984741211
2014-03-25,64.88999938964844
2014-03-26,60.38999938964844
2014-03-27,60.970001220703125
2014-03-28,60.0099983215332
2014-03-31,60.2400016784668
2014-04-01,62.619998931884766
2014-04-02,62.720001220703125
2014-04-03,59.4900016784668
2014-04-04,56.75
2014-04-07,56.95000076293945
2014-04-08,58.18999862670898
2014-04-09,62.40999984741211
2014-04-10,59.15999984741211
2014-04-11,58.52999877929688
2014-04-14,58.88999938964844
2014-04-15,59.09000015258789
2014-04-16,59.720001220703125
2014-04-17,58.93999862670898
2014-04-21,61.2400016784668
2014-04-22,63.02999877929688
2014-04-23,61.36000061035156
2014-04-24,60.869998931884766
2014-04-25,57.709999084472656
2014-04-28,56.13999938964844
2014-04-29,58.150001525878906
2014-04-30,59.77999877929688
2014-05-01,61.150001525878906
2014-05-02,60.459999084472656
2014-05-05,61.220001220703125
2014-05-06,58.52999877929688
2014-05-07,57.38999938964844
2014-05-08,56.7599983215332
2014-05-09,57.2400016784668
2014-05-12,59.83000183105469
2014-05-13,59.83000183105469
2014-05-14,59.22999954223633
2014-05-15,57.91999816894531
2014-05-16,58.02000045776367
2014-05-19,59.209999084472656
2014-05-20,58.560001373291016
2014-05-21,60.4900016784668
2014-05-22,60.52000045776367
2014-05-23,61.34999847412109
2014-05-27,63.47999954223633
2014-05-28,63.5099983215332
2014-05-29,63.83000183105469
2014-05-30,63.29999923706055
2014-06-02,63.08000183105469
2014-06-03,62.869998931884766
2014-06-04,63.34000015258789
2014-06-05,63.18999862670898
2014-06-06,62.5
2014-06-09,62.880001068115234
2014-06-10,65.7699966430664
2014-06-11,65.77999877929688
2014-06-12,64.29000091552734
2014-06-13,64.5
2014-06-16,64.19000244140625
2014-06-17,64.4000015258789
2014-06-18,65.5999984741211
2014-06-19,64.33999633789062
2014-06-20,64.5
2014-06-23,65.37000274658203
2014-06-24,65.72000122070312
2014-06-25,67.44000244140625
2014-06-26,67.12999725341797
2014-06-27,67.5999984741211
2014-06-30,67.29000091552734
2014-07-01,68.05999755859375
2014-07-02,66.44999694824219
2014-07-03,66.29000091552734
2014-07-07,65.29000091552734
2014-07-08,62.7599983215332
2014-07-09,64.97000122070312
2014-07-10,64.87000274658203
2014-07-11,66.33999633789062
2014-07-14,67.9000015258789
2014-07-15,67.16999816894531
2014-07-16,67.66000366210938
2014-07-17,66.41000366210938
2014-07-18,68.41999816894531
2014-07-21,69.4000015258789
2014-07-22,69.2699966430664
2014-07-23,71.29000091552734
2014-07-24,74.9800033569336
2014-07-25,75.19000244140625
2014-07-28,74.91999816894531
2014-07-29,73.70999908447266
2014-07-30,74.68000030517578
2014-07-31,72.6500015258789
2014-08-01,72.36000061035156
2014-08-04,73.51000213623047
2014-08-05,72.69000244140625
2014-08-06,72.47000122070312
2014-08-07,73.16999816894531
2014-08-08,73.05999755859375
2014-08-11,73.44000244140625
2014-08-12,72.83000183105469
2014-08-13,73.7699966430664
2014-08-14,74.30000305175781
2014-08-15,73.62999725341797
2014-08-18,74.58999633789062
2014-08-19,75.29000091552734
2014-08-20,74.80999755859375
2014-08-21,74.56999969482422
2014-08-22,74.56999969482422
2014-08-25,75.0199966430664
2014-08-26,75.95999908447266
2014-08-27,74.62999725341797
2014-08-28,73.86000061035156
2014-08-29,74.81999969482422
2014-09-02,76.68000030517578
2014-09-03,75.83000183105469
2014-09-04,75.94999694824219
2014-09-05,77.26000213623047
2014-09-08,77.88999938964844
2014-09-09,76.66999816894531
2014-09-10,77.43000030517578
2014-09-11,77.91999816894531
2014-09-12,77.4800033569336
2014-09-15,74.58000183105469
2014-09-16,76.08000183105469
2014-09-17,76.43000030517578
2014-09-18,77.0
2014-09-19,77.91000366210938
2014-09-22,76.80000305175781
2014-09-23,78.29000091552734
2014-09-24,78.54000091552734
2014-09-25,77.22000122070312
2014-09-26,78.79000091552734
2014-09-29,79.0
2014-09-30,79.04000091552734
2014-10-01,76.55000305175781
2014-10-02,77.08000183105469
2014-10-03,77.44000244140625
2014-10-06,77.55999755859375
2014-10-07,76.29000091552734
2014-10-08,77.5199966430664
2014-10-09,75.91000366210938
2014-10-10,72.91000366210938
2014-10-13,72.98999786376953
2014-10-14,73.58999633789062
2014-10-15,73.20999908447266
2014-10-16,72.62999725341797
2014-10-17,75.94999694824219
2014-10-20,76.94999694824219
2014-10-21,78.69000244140625
2014-10-22,78.37000274658203
2014-10-23,80.04000091552734
2014-10-24,80.66999816894531
2014-10-27,80.27999877929688
2014-10-28,80.7699966430664
2014-10-29,75.86000061035156
2014-10-30,74.11000061035156
2014-10-31,74.98999786376953
2014-11-03,73.87999725341797
2014-11-04,75.76000213623047
2014-11-05,74.83000183105469
2014-11-06,75.26000213623047
2014-11-07,75.5999984741211
2014-11-10,75.0
2014-11-11,74.61000061035156
2014-11-12,74.72000122070312
2014-11-13,74.25
2014-11-14,74.87999725341797
2014-11-17,74.23999786376953
2014-11-18,74.33999633789062
2014-11-19,73.33000183105469
2014-11-20,73.5999984741211
2014-11-21,73.75
2014-11-24,74.01000213623047
2014-11-25,75.62999725341797
2014-11-26,77.62000274658203
2014-11-28,77.69999694824219
2014-12-01,75.0999984741211
2014-12-02,75.45999908447266
2014-12-03,74.87999725341797
2014-12-04,75.23999786376953
2014-12-05,76.36000061035156
2014-12-08,76.5199966430664
2014-12-09,76.83999633789062
2014-12-10,76.18000030517578
2014-12-11,77.7300033569336
2014-12-12,77.83000183105469
2014-12-15,76.98999786376953
2014-12-16,74.69000244140625
2014-12-17,76.11000061035156
2014-12-18,78.4000015258789
2014-12-19,79.87999725341797
2014-12-22,81.44999694824219
2014-12-23,80.61000061035156
2014-12-24,80.7699966430664
2014-12-26,80.77999877929688
2014-12-29,80.0199966430664
2014-12-30,79.22000122070312
2014-12-31,78.0199966430664
2015-01-02,78.44999694824219
2015-01-05,77.19000244140625
2015-01-06,76.1500015258789
2015-01-07,76.1500015258789
2015-01-08,78.18000030517578
2015-01-09,77.73999786376953
2015-01-12,76.72000122070312
2015-01-13,76.44999694824219
2015-01-14,76.27999877929688
2015-01-15,74.05000305175781
2015-01-16,75.18000030517578
2015-01-20,76.23999786376953
2015-01-21,76.73999786376953
2015-01-22,77.6500015258789
2015-01-23,77.83000183105469
2015-01-26,77.5
2015-01-27,75.77999877929688
2015-01-28,76.23999786376953
2015-01-29,78.0
2015-01-30,75.91000366210938
2015-02-02,74.98999786376953
2015-02-03,75.4000015258789
2015-02-04,75.62999725341797
2015-02-05,75.61000061035156
2015-02-06,74.47000122070312
2015-02-09,74.44000244140625
2015-02-10,75.19000244140625
2015-02-11,76.51000213623047
2015-02-12,76.2300033569336
2015-02-13,75.73999786376953
2015-02-17,75.5999984741211
2015-02-18,76.70999908447266
2015-02-19,79.41999816894531
2015-02-20,79.9000015258789
2015-02-23,78.83999633789062
2015-02-24,78.44999694824219
2015-02-25,79.55999755859375
2015-02-26,80.41000366210938
2015-02-27,78.97000122070312
2015-03-02,79.75
2015-03-03,79.5999984741211
2015-03-04,80.9000015258789
2015-03-05,81.20999908447266
2015-03-06,80.01000213623047
2015-03-09,79.44000244140625
2015-03-10,77.55000305175781
2015-03-11,77.56999969482422
2015-03-12,78.93000030517578
2015-03-13,78.05000305175781
2015-03-16,78.06999969482422
2015-03-17,79.36000061035156
2015-03-18,80.91000366210938
2015-03-19,82.75
2015-03-20,83.80000305175781
2015-03-23,84.43000030517578
2015-03-24,85.30999755859375
2015-03-25,82.91999816894531
2015-03-26,83.01000213623047
2015-03-27,83.30000305175781
2015-03-30,83.19999694824219
2015-03-31,82.22000122070312
2015-04-01,81.66999816894531
2015-04-02,81.55999755859375
2015-04-06,82.44000244140625
2015-04-07,82.31999969482422
2015-04-08,82.27999877929688
2015-04-09,82.16999816894531
2015-04-10,82.04000091552734
2015-04-13,83.01000213623047
2015-04-14,83.5199966430664
2015-04-15,82.70999908447266
2015-04-16,82.30999755859375
2015-04-17,80.77999877929688
2015-04-20,83.08999633789062
2015-04-21,83.62000274658203
2015-04-22,84.62999725341797
2015-04-23,82.41000366210938
2015-04-24,81.52999877929688
2015-04-27,81.91000366210938
2015-04-28,80.68000030517578
2015-04-29,80.47000122070312
2015-04-30,78.7699966430664
2015-05-01,78.98999786376953
2015-05-04,78.80999755859375
2015-05-05,77.55999755859375
2015-05-06,78.0999984741211
2015-05-07,78.43000030517578
2015-05-08,78.51000213623047
2015-05-11,78.01000213623047
2015-05-12,77.45999908447266
2015-05-13,78.44000244140625
2015-05-14,81.37000274658203
2015-05-15,80.41999816894531
2015-05-18,80.87999725341797
2015-05-19,80.62999725341797
2015-05-20,80.55000305175781
2015-05-21,80.4800033569336
2015-05-22,80.54000091552734
2015-05-26,79.33000183105469
2015-05-27,80.55000305175781
2015-05-28,80.1500015258789
2015-05-29,79.19000244140625
2015-06-01,80.29000091552734
2015-06-02,80.44000244140625
2015-06-03,82.44000244140625
2015-06-04,82.05000305175781
2015-06-05,82.13999938964844
2015-06-08,80.66999816894531
2015-06-09,80.66999816894531
2015-06-10,82.16000366210938
2015-06-11,81.83000183105469
2015-06-12,81.52999877929688
2015-06-15,80.70999908447266
2015-06-16,81.05999755859375
2015-06-17,81.79000091552734
2015-06-18,82.91000366210938
2015-06-19,82.51000213623047
2015-06-22,84.73999786376953
2015-06-23,87.87999725341797
2015-06-24,88.86000061035156
2015-06-25,87.9800033569336
2015-06-26,88.01000213623047
2015-06-29,85.80000305175781
2015-06-30,85.7699966430664
2015-07-01,86.91000366210938
2015-07-02,87.29000091552734
2015-07-06,87.55000305175781
2015-07-07,87.22000122070312
2015-07-08,85.6500015258789
2015-07-09,85.87999725341797
2015-07-10,87.94999694824219
2015-07-13,90.0999984741211
2015-07-14,89.68000030517578
2015-07-15,89.76000213623047
2015-07-16,90.8499984741211
2015-07-17,94.97000122070312
2015-07-20,97.91000366210938
2015-07-21,98.38999938964844
2015-07-22,97.04000091552734
2015-07-23,95.44000244140624
2015-07-24,96.9499969482422
2015-07-27,94.16999816894533
2015-07-28,95.29000091552734
2015-07-29,96.98999786376952
2015-07-30,95.20999908447266
2015-07-31,94.01000213623048
2015-08-03,94.13999938964844
2015-08-04,94.05999755859376
2015-08-05,96.44000244140624
2015-08-06,95.12000274658205
2015-08-07,94.3000030517578
2015-08-10,94.1500015258789
2015-08-11,93.62000274658205
2015-08-12,94.19000244140624
2015-08-13,93.43000030517578
2015-08-14,94.41999816894533
2015-08-17,93.93000030517578
2015-08-18,95.16999816894533
2015-08-19,95.30999755859376
2015-08-20,90.55999755859376
2015-08-21,86.05999755859375
2015-08-24,82.08999633789062
2015-08-25,83.0
2015-08-26,87.19000244140625
2015-08-27,89.7300033569336
2015-08-28,91.01000213623048
2015-08-31,89.43000030517578
2015-09-01,87.2300033569336
2015-09-02,89.88999938964844
2015-09-03,88.1500015258789
2015-09-04,88.26000213623047
2015-09-08,89.52999877929688
2015-09-09,90.44000244140624
2015-09-10,91.9800033569336
2015-09-11,92.0500030517578
2015-09-14,92.30999755859376
2015-09-15,92.9000015258789
2015-09-16,93.4499969482422
2015-09-17,94.33999633789062
2015-09-18,94.4000015258789
2015-09-21,95.5500030517578
2015-09-22,92.95999908447266
2015-09-23,93.97000122070312
2015-09-24,94.41000366210938
2015-09-25,92.7699966430664
2015-09-28,89.20999908447266
2015-09-29,86.66999816894531
2015-09-30,89.9000015258789
2015-10-01,90.9499969482422
2015-10-02,92.06999969482422
2015-10-05,94.01000213623048
2015-10-06,92.8000030517578
2015-10-07,92.4000015258789
2015-10-08,92.47000122070312
2015-10-09,93.23999786376952
2015-10-12,94.26000213623048
2015-10-13,94.12000274658205
2015-10-14,94.06999969482422
2015-10-15,95.95999908447266
2015-10-16,97.54000091552734
2015-10-19,98.47000122070312
2015-10-20,97.0
2015-10-21,97.11000061035156
2015-10-22,99.66999816894533
2015-10-23,102.19000244140624
2015-10-26,103.7699966430664
2015-10-27,103.6999969482422
2015-10-28,104.1999969482422
2015-10-29,104.87999725341795
2015-10-30,101.97000122070312
2015-11-02,103.30999755859376
2015-11-03,102.58000183105467
2015-11-04,103.94000244140624
2015-11-05,108.76000213623048
2015-11-06,107.0999984741211
2015-11-09,106.48999786376952
2015-11-10,107.91000366210938
2015-11-11,109.01000213623048
2015-11-12,108.0199966430664
2015-11-13,103.9499969482422
2015-11-16,104.04000091552734
2015-11-17,105.12999725341795
2015-11-18,107.7699966430664
2015-11-19,106.26000213623048
2015-11-20,107.31999969482422
2015-11-23,106.9499969482422
2015-11-24,105.73999786376952
2015-11-25,105.41000366210938
2015-11-27,105.4499969482422
2015-11-30,104.23999786376952
2015-12-01,107.12000274658205
2015-12-02,106.06999969482422
2015-12-03,104.37999725341795
2015-12-04,106.18000030517578
2015-12-07,105.61000061035156
2015-12-08,106.48999786376952
2015-12-09,104.5999984741211
2015-12-10,105.41999816894533
2015-12-11,102.12000274658205
2015-12-14,104.66000366210938
2015-12-15,104.5500030517578
2015-12-16,106.79000091552734
2015-12-17,106.22000122070312
2015-12-18,104.04000091552734
2015-12-21,104.7699966430664
2015-12-22,105.51000213623048
2015-12-23,104.62999725341795
2015-12-24,105.0199966430664
2015-12-28,105.93000030517578
2015-12-29,107.26000213623048
2015-12-30,106.22000122070312
2015-12-31,104.66000366210938
2016-01-04,102.22000122070312
2016-01-05,102.7300033569336
2016-01-06,102.97000122070312
2016-01-07,97.91999816894533
2016-01-08,97.33000183105467
2016-01-11,97.51000213623048
2016-01-12,99.37000274658205
2016-01-13,95.44000244140624
2016-01-14,98.37000274658205
2016-01-15,94.97000122070312
2016-01-19,95.26000213623048
2016-01-20,94.3499984741211
2016-01-21,94.16000366210938
2016-01-22,97.94000244140624
2016-01-25,97.01000213623048
2016-01-26,97.33999633789062
2016-01-27,94.4499969482422
2016-01-28,109.11000061035156
2016-01-29,112.20999908447266
2016-02-01,115.08999633789062
2016-02-02,114.61000061035156
2016-02-03,112.69000244140624
2016-02-04,110.48999786376952
2016-02-05,104.06999969482422
2016-02-08,99.75
2016-02-09,99.54000091552734
2016-02-10,101.0
2016-02-11,101.91000366210938
2016-02-12,102.01000213623048
2016-02-16,101.61000061035156
2016-02-17,105.1999969482422
2016-02-18,103.47000122070312
