Date,Adj Close
2009-12-16,13.425000190734863
2009-12-17,13.574999809265137
2009-12-18,13.550000190734863
2009-12-21,13.654999732971191
2009-12-22,13.670000076293944
2009-12-23,13.395000457763672
2009-12-24,13.4399995803833
2009-12-28,13.359999656677246
2009-12-29,13.295000076293944
2009-12-30,13.149999618530272
2009-12-31,13.260000228881836
2010-01-04,13.395000457763672
2010-01-05,13.984999656677246
2010-01-06,14.125
2010-01-07,14.255000114440918
2010-01-08,14.454999923706056
2010-01-11,14.364999771118164
2010-01-12,13.979999542236328
2010-01-13,13.954999923706056
2010-01-14,13.899999618530272
2010-01-15,14.21500015258789
2010-01-19,14.270000457763672
2010-01-20,14.095000267028809
2010-01-21,13.94499969482422
2010-01-22,13.420000076293944
2010-01-25,13.390000343322754
2010-01-26,13.4350004196167
2010-01-27,13.199999809265137
2010-01-28,13.30500030517578
2010-01-29,13.130000114440918
2010-02-01,13.260000228881836
2010-02-02,13.25
2010-02-03,13.204999923706056
2010-02-04,12.885000228881836
2010-02-05,12.81999969482422
2010-02-08,12.864999771118164
2010-02-09,13.109999656677246
2010-02-10,12.664999961853027
2010-02-11,12.699999809265137
2010-02-12,12.850000381469728
2010-02-16,12.914999961853027
2010-02-17,13.744999885559082
2010-02-18,13.760000228881836
2010-02-19,14.010000228881836
2010-02-22,14.114999771118164
2010-02-23,14.100000381469728
2010-02-24,14.0649995803833
2010-02-25,13.654999732971191
2010-02-26,13.274999618530272
2010-03-01,13.460000038146973
2010-03-02,13.420000076293944
2010-03-03,13.380000114440918
2010-03-04,13.614999771118164
2010-03-05,13.854999542236328
2010-03-08,13.975000381469728
2010-03-09,14.095000267028809
2010-03-10,14.085000038146973
2010-03-11,14.210000038146973
2010-03-12,14.369999885559082
2010-03-15,14.324999809265137
2010-03-16,14.390000343322754
2010-03-17,14.43000030517578
2010-03-18,14.375
2010-03-19,14.350000381469728
2010-03-22,14.654999732971191
2010-03-23,14.6899995803833
2010-03-24,14.8100004196167
2010-03-25,14.729999542236328
2010-03-26,14.770000457763672
2010-03-29,14.71500015258789
2010-03-30,14.899999618530272
2010-03-31,14.704999923706056
2010-04-01,14.65999984741211
2010-04-05,14.789999961853027
2010-04-06,14.96500015258789
2010-04-07,14.800000190734863
2010-04-08,14.8149995803833
2010-04-09,15.050000190734863
2010-04-12,14.954999923706056
2010-04-13,15.015000343322754
2010-04-14,15.085000038146973
2010-04-15,15.09000015258789
2010-04-16,15.005000114440918
2010-04-19,14.994999885559082
2010-04-20,15.229999542236328
2010-04-21,15.380000114440918
2010-04-22,15.385000228881836
2010-04-23,15.6899995803833
2010-04-26,15.5649995803833
2010-04-27,15.295000076293944
2010-04-28,15.5
2010-04-29,16.094999313354492
2010-04-30,16.690000534057617
2010-05-03,16.790000915527344
2010-05-04,16.59000015258789
2010-05-05,15.864999771118164
2010-05-06,15.375
2010-05-07,14.9399995803833
2010-05-10,15.854999542236328
2010-05-11,16.229999542236328
2010-05-12,16.450000762939453
2010-05-13,16.229999542236328
2010-05-14,15.880000114440918
2010-05-17,15.734999656677246
2010-05-18,15.59000015258789
2010-05-19,15.520000457763672
2010-05-20,15.109999656677246
2010-05-21,15.350000381469728
2010-05-24,15.454999923706056
2010-05-25,15.470000267028809
2010-05-26,15.710000038146973
2010-05-27,16.354999542236328
2010-05-28,15.869999885559082
2010-06-01,15.614999771118164
2010-06-02,16.344999313354492
2010-06-03,16.420000076293945
2010-06-04,15.545000076293944
2010-06-07,15.05500030517578
2010-06-08,14.949999809265137
2010-06-09,14.850000381469728
2010-06-10,15.640000343322754
2010-06-11,16.040000915527344
2010-06-14,15.975000381469728
2010-06-15,16.385000228881836
2010-06-16,16.28499984741211
2010-06-17,16.485000610351562
2010-06-18,16.520000457763672
2010-06-21,16.81999969482422
2010-06-22,16.614999771118164
2010-06-23,16.524999618530273
2010-06-24,16.100000381469727
2010-06-25,16.174999237060547
2010-06-28,16.3700008392334
2010-06-29,15.295000076293944
2010-06-30,15.46500015258789
2010-07-01,15.699999809265137
2010-07-02,15.420000076293944
2010-07-06,15.56999969482422
2010-07-07,15.75
2010-07-08,15.760000228881836
2010-07-09,15.739999771118164
2010-07-12,15.579999923706056
2010-07-13,15.9350004196167
2010-07-14,16.049999237060547
2010-07-15,15.94499969482422
2010-07-16,15.3149995803833
2010-07-19,15.414999961853027
2010-07-20,15.539999961853027
2010-07-21,15.170000076293944
2010-07-22,15.649999618530272
2010-07-23,16.114999771118164
2010-07-26,16.844999313354492
2010-07-27,16.65999984741211
2010-07-28,16.614999771118164
2010-07-29,16.764999389648438
2010-07-30,17.190000534057617
2010-08-02,17.43000030517578
2010-08-03,17.020000457763672
2010-08-04,17.014999389648438
2010-08-05,16.924999237060547
2010-08-06,16.735000610351562
2010-08-09,16.68000030517578
2010-08-10,16.834999084472656
2010-08-11,16.55500030517578
2010-08-12,16.350000381469727
2010-08-13,16.40999984741211
2010-08-16,16.360000610351562
2010-08-17,16.799999237060547
2010-08-18,16.9950008392334
2010-08-19,16.639999389648438
2010-08-20,16.78499984741211
2010-08-23,16.774999618530273
2010-08-24,16.375
2010-08-25,16.3700008392334
2010-08-26,16.559999465942383
2010-08-27,16.96500015258789
2010-08-30,16.864999771118164
2010-08-31,16.899999618530273
2010-09-01,17.44499969482422
2010-09-02,17.68000030517578
2010-09-03,18.065000534057617
2010-09-07,17.4950008392334
2010-09-08,17.325000762939453
2010-09-09,17.3799991607666
2010-09-10,17.4950008392334
2010-09-13,17.604999542236328
2010-09-14,17.8799991607666
2010-09-15,18.325000762939453
2010-09-16,18.540000915527344
2010-09-17,18.700000762939453
2010-09-20,19.26000022888184
2010-09-21,19.104999542236328
2010-09-22,18.76499938964844
2010-09-23,18.665000915527344
2010-09-24,19.045000076293945
2010-09-27,19.1200008392334
2010-09-28,19.100000381469727
2010-09-29,19.125
2010-09-30,19.09499931335449
2010-10-01,18.8799991607666
2010-10-04,18.690000534057617
2010-10-05,19.19499969482422
2010-10-06,18.934999465942383
2010-10-07,19.174999237060547
2010-10-08,19.0049991607666
2010-10-11,18.979999542236328
2010-10-12,19.084999084472656
2010-10-13,19.31999969482422
2010-10-14,19.0
2010-10-15,18.9950008392334
2010-10-18,19.045000076293945
2010-10-19,18.76000022888184
2010-10-20,19.075000762939453
2010-10-21,19.05500030517578
2010-10-22,19.30500030517578
2010-10-25,19.44499969482422
2010-10-26,19.545000076293945
2010-10-27,19.665000915527344
2010-10-28,19.540000915527344
2010-10-29,19.450000762939453
2010-11-01,19.3799991607666
2010-11-02,19.350000381469727
2010-11-03,18.56999969482422
2010-11-04,18.184999465942383
2010-11-05,17.815000534057617
2010-11-08,17.844999313354492
2010-11-09,17.68000030517578
2010-11-10,18.010000228881836
2010-11-11,17.764999389648438
2010-11-12,17.575000762939453
2010-11-15,17.545000076293945
2010-11-16,17.485000610351562
2010-11-17,18.0
2010-11-18,18.450000762939453
2010-11-19,18.44499969482422
2010-11-22,18.26499938964844
2010-11-23,17.895000457763672
2010-11-24,18.315000534057617
2010-11-26,18.2549991607666
2010-11-29,18.030000686645508
2010-11-30,17.7549991607666
2010-12-01,17.979999542236328
2010-12-02,18.3799991607666
2010-12-03,18.709999084472656
2010-12-06,18.700000762939453
2010-12-07,18.690000534057617
2010-12-08,18.524999618530277
2010-12-09,18.38999938964844
2010-12-10,18.51000022888184
2010-12-13,18.280000686645508
2010-12-14,18.30500030517578
2010-12-15,18.21500015258789
2010-12-16,18.32999992370605
2010-12-17,18.53499984741211
2010-12-20,18.5
2010-12-21,18.55500030517578
2010-12-22,18.5049991607666
2010-12-23,18.399999618530277
2010-12-27,18.30500030517578
2010-12-28,18.274999618530277
2010-12-29,18.364999771118164
2010-12-30,18.309999465942383
2010-12-31,18.34499931335449
2011-01-03,18.3799991607666
2011-01-04,18.1200008392334
2011-01-05,17.665000915527344
2011-01-06,17.43000030517578
2011-01-07,17.420000076293945
2011-01-10,17.25
2011-01-11,17.375
2011-01-12,17.204999923706055
2011-01-13,16.825000762939453
2011-01-14,16.639999389648438
2011-01-18,16.989999771118164
2011-01-19,16.94499969482422
2011-01-20,17.155000686645508
2011-01-21,17.264999389648438
2011-01-24,17.329999923706055
2011-01-25,17.094999313354492
2011-01-26,17.1200008392334
2011-01-27,17.084999084472656
2011-01-28,16.78499984741211
2011-01-31,16.979999542236328
2011-02-01,17.049999237060547
2011-02-02,17.450000762939453
2011-02-03,18.100000381469727
2011-02-04,18.32999992370605
2011-02-07,18.655000686645508
2011-02-08,18.920000076293945
2011-02-09,18.979999542236328
2011-02-10,19.1299991607666
2011-02-11,19.364999771118164
2011-02-14,19.3799991607666
2011-02-15,19.5
2011-02-16,19.709999084472656
2011-02-17,19.315000534057617
2011-02-18,19.524999618530277
2011-02-22,19.170000076293945
2011-02-23,18.95499992370605
2011-02-24,18.93000030517578
2011-02-25,19.065000534057617
2011-02-28,19.03499984741211
2011-03-01,18.65999984741211
2011-03-02,18.80500030517578
2011-03-03,18.88500022888184
2011-03-04,18.55500030517578
2011-03-07,18.23500061035156
2011-03-08,18.25
2011-03-09,18.13999938964844
2011-03-10,17.899999618530273
2011-03-11,17.959999084472656
2011-03-14,17.665000915527344
2011-03-15,17.424999237060547
2011-03-16,16.985000610351562
2011-03-17,16.954999923706055
2011-03-18,17.19499969482422
2011-03-21,17.3700008392334
2011-03-22,17.25
2011-03-23,17.389999389648438
2011-03-24,17.31999969482422
2011-03-25,17.290000915527344
2011-03-28,17.155000686645508
2011-03-29,17.0
2011-03-30,17.700000762939453
2011-03-31,17.604999542236328
2011-04-01,17.729999542236328
2011-04-04,17.889999389648438
2011-04-05,17.795000076293945
2011-04-06,17.809999465942383
2011-04-07,17.780000686645508
2011-04-08,17.729999542236328
2011-04-11,17.844999313354492
2011-04-12,17.829999923706055
2011-04-13,17.915000915527344
2011-04-14,17.815000534057617
2011-04-15,17.905000686645508
2011-04-18,17.834999084472656
2011-04-19,18.049999237060547
2011-04-20,18.5049991607666
2011-04-21,18.479999542236328
2011-04-25,18.82999992370605
2011-04-26,18.625
2011-04-27,18.88500022888184
2011-04-28,19.420000076293945
2011-04-29,19.729999542236328
2011-05-02,19.90999984741211
2011-05-03,19.8799991607666
2011-05-04,19.645000457763672
2011-05-05,19.614999771118164
2011-05-06,19.96500015258789
2011-05-09,19.864999771118164
2011-05-10,19.94499969482422
2011-05-11,19.600000381469727
2011-05-12,19.975000381469727
2011-05-13,19.774999618530277
2011-05-16,19.420000076293945
2011-05-17,19.3700008392334
2011-05-18,19.8799991607666
2011-05-19,20.104999542236328
2011-05-20,19.88500022888184
2011-05-23,19.6200008392334
2011-05-24,19.2450008392334
2011-05-25,19.2450008392334
2011-05-26,19.274999618530277
2011-05-27,19.2450008392334
2011-05-31,19.415000915527344
2011-06-01,19.104999542236328
2011-06-02,18.979999542236328
2011-06-03,18.70499992370605
2011-06-06,18.270000457763672
2011-06-07,18.424999237060547
2011-06-08,18.200000762939453
2011-06-09,18.364999771118164
2011-06-10,17.899999618530273
2011-06-13,17.934999465942383
2011-06-14,18.225000381469727
2011-06-15,17.815000534057617
2011-06-16,18.200000762939453
2011-06-17,18.290000915527344
2011-06-20,18.45499992370605
2011-06-21,18.825000762939453
2011-06-22,18.670000076293945
2011-06-23,18.239999771118164
2011-06-24,17.959999084472656
2011-06-27,18.0
2011-06-28,18.114999771118164
2011-06-29,18.165000915527344
2011-06-30,18.274999618530277
2011-07-01,18.684999465942383
2011-07-05,18.915000915527344
2011-07-06,18.739999771118164
2011-07-07,19.100000381469727
2011-07-08,18.770000457763672
2011-07-11,18.68000030517578
2011-07-12,18.864999771118164
2011-07-13,18.834999084472656
2011-07-14,18.76499938964844
2011-07-15,18.70499992370605
2011-07-18,18.26499938964844
2011-07-19,18.34499931335449
2011-07-20,18.1299991607666
2011-07-21,18.450000762939453
2011-07-22,18.45499992370605
2011-07-25,18.07999992370605
2011-07-26,18.13999938964844
2011-07-27,18.075000762939453
2011-07-28,18.25
2011-07-29,18.01499938964844
2011-08-01,17.774999618530273
2011-08-02,17.225000381469727
2011-08-03,17.104999542236328
2011-08-04,16.43000030517578
2011-08-05,16.920000076293945
2011-08-08,15.829999923706056
2011-08-09,17.020000457763672
2011-08-10,16.760000228881836
2011-08-11,17.545000076293945
2011-08-12,17.94499969482422
2011-08-15,18.28499984741211
2011-08-16,18.32999992370605
2011-08-17,18.165000915527344
2011-08-18,16.8799991607666
2011-08-19,16.850000381469727
2011-08-22,16.55500030517578
2011-08-23,17.475000381469727
2011-08-24,17.93000030517578
2011-08-25,17.834999084472656
2011-08-26,18.40999984741211
2011-08-29,18.834999084472656
2011-08-30,19.32999992370605
2011-08-31,19.7549991607666
2011-09-01,19.625
2011-09-02,19.38500022888184
2011-09-06,18.989999771118164
2011-09-07,19.174999237060547
2011-09-08,18.725000381469727
2011-09-09,18.350000381469727
2011-09-12,18.03499984741211
2011-09-13,18.290000915527344
2011-09-14,18.75
2011-09-15,19.104999542236328
2011-09-16,18.795000076293945
2011-09-19,18.854999542236328
2011-09-20,18.975000381469727
2011-09-21,18.96999931335449
2011-09-22,18.45499992370605
2011-09-23,19.065000534057617
2011-09-26,19.399999618530277
2011-09-27,19.170000076293945
2011-09-28,18.34499931335449
2011-09-29,18.049999237060547
2011-09-30,17.575000762939453
2011-10-03,17.065000534057617
2011-10-04,17.46500015258789
2011-10-05,17.790000915527344
2011-10-06,18.209999084472656
2011-10-07,18.065000534057617
2011-10-10,18.665000915527344
2011-10-11,18.94499969482422
2011-10-12,19.165000915527344
2011-10-13,19.165000915527344
2011-10-14,19.59000015258789
2011-10-17,19.395000457763672
2011-10-18,19.479999542236328
2011-10-19,19.26499938964844
2011-10-20,19.354999542236328
2011-10-21,20.09000015258789
2011-10-24,20.21999931335449
2011-10-25,19.895000457763672
2011-10-26,19.63999938964844
2011-10-27,19.8799991607666
2011-10-28,19.600000381469727
2011-10-31,19.78499984741211
2011-11-01,19.23500061035156
2011-11-02,20.024999618530277
2011-11-03,20.225000381469727
2011-11-04,20.11000061035156
2011-11-07,20.395000457763672
2011-11-08,20.899999618530277
2011-11-09,19.46500015258789
2011-11-10,19.38500022888184
2011-11-11,19.670000076293945
2011-11-14,19.684999465942383
2011-11-15,19.34499931335449
2011-11-16,19.200000762939453
2011-11-17,18.7549991607666
2011-11-18,18.75
2011-11-21,18.489999771118164
2011-11-22,18.71500015258789
2011-11-23,18.09499931335449
2011-11-25,18.024999618530277
2011-11-28,18.1299991607666
2011-11-29,18.20499992370605
2011-11-30,18.920000076293945
2011-12-01,18.729999542236328
2011-12-02,19.07999992370605
2011-12-05,18.94499969482422
2011-12-06,19.020000457763672
2011-12-07,19.0
2011-12-08,18.690000534057617
2011-12-09,18.975000381469727
2011-12-12,18.88999938964844
2011-12-13,18.850000381469727
2011-12-14,18.450000762939453
2011-12-15,18.405000686645508
2011-12-16,18.225000381469727
2011-12-19,18.09000015258789
2011-12-20,18.53499984741211
2011-12-21,18.46999931335449
2011-12-22,18.450000762939453
2011-12-23,18.59000015258789
2011-12-27,18.625
2011-12-28,18.790000915527344
2011-12-29,18.739999771118164
2011-12-30,18.850000381469727
2012-01-03,18.899999618530277
2012-01-04,18.75
2012-01-05,18.56999969482422
2012-01-06,18.65999984741211
2012-01-09,18.729999542236328
2012-01-10,19.06999969482422
2012-01-11,19.290000915527344
2012-01-12,19.690000534057617
2012-01-13,19.809999465942383
2012-01-17,19.920000076293945
2012-01-18,19.979999542236328
2012-01-19,20.334999084472656
2012-01-20,19.989999771118164
2012-01-23,19.88500022888184
2012-01-24,19.934999465942383
2012-01-25,20.01499938964844
2012-01-26,19.934999465942383
2012-01-27,19.59499931335449
2012-01-30,19.46500015258789
2012-01-31,19.424999237060547
2012-02-01,19.6299991607666
2012-02-02,19.475000381469727
2012-02-03,19.670000076293945
2012-02-06,19.88999938964844
2012-02-07,20.280000686645508
2012-02-08,20.420000076293945
2012-02-09,20.375
2012-02-10,20.520000457763672
2012-02-13,20.68000030517578
2012-02-14,20.729999542236328
2012-02-15,20.76000022888184
2012-02-16,20.614999771118164
2012-02-17,20.76499938964844
2012-02-21,20.51000022888184
2012-02-22,20.38999938964844
2012-02-23,20.424999237060547
2012-02-24,20.56999969482422
2012-02-27,20.649999618530277
2012-02-28,21.274999618530277
2012-02-29,21.729999542236328
2012-03-01,21.700000762939453
2012-03-02,22.149999618530277
2012-03-05,22.270000457763672
2012-03-06,21.690000534057617
2012-03-07,21.65999984741211
2012-03-08,22.13500022888184
2012-03-09,22.03499984741211
2012-03-12,21.84499931335449
2012-03-13,22.614999771118164
2012-03-14,22.28499984741211
2012-03-15,22.32999992370605
2012-03-16,22.59499931335449
2012-03-19,22.729999542236328
2012-03-20,22.350000381469727
2012-03-21,22.94499969482422
2012-03-22,22.924999237060547
2012-03-23,23.20499992370605
2012-03-26,23.200000762939453
2012-03-27,23.075000762939453
2012-03-28,22.95499992370605
2012-03-29,22.979999542236328
2012-03-30,23.440000534057617
2012-04-02,23.645000457763672
2012-04-03,23.725000381469727
2012-04-04,23.81999969482422
2012-04-05,23.975000381469727
2012-04-09,23.81999969482422
2012-04-10,23.3799991607666
2012-04-11,23.799999237060547
2012-04-12,24.09499931335449
2012-04-13,24.11000061035156
2012-04-16,23.88999938964844
2012-04-17,24.020000457763672
2012-04-18,24.059999465942383
2012-04-19,23.899999618530277
2012-04-20,24.09499931335449
2012-04-23,23.76499938964844
2012-04-24,23.950000762939453
2012-04-25,24.165000915527344
2012-04-26,24.524999618530277
2012-04-27,25.19499969482422
2012-04-30,24.84499931335449
2012-05-01,24.700000762939453
2012-05-02,24.934999465942383
2012-05-03,25.225000381469727
2012-05-04,24.6299991607666
2012-05-07,24.68000030517578
2012-05-08,23.57999992370605
2012-05-09,23.61000061035156
2012-05-10,23.479999542236328
2012-05-11,23.7549991607666
2012-05-14,23.405000686645508
2012-05-15,23.46500015258789
2012-05-16,23.6299991607666
2012-05-17,22.315000534057617
2012-05-18,22.024999618530277
2012-05-21,22.790000915527344
2012-05-22,22.94499969482422
2012-05-23,23.075000762939453
2012-05-24,23.190000534057617
2012-05-25,23.51499938964844
2012-05-29,23.69499969482422
2012-05-30,23.3799991607666
2012-05-31,23.295000076293945
2012-06-01,22.600000381469727
2012-06-04,22.489999771118164
2012-06-05,22.825000762939453
2012-06-06,23.295000076293945
2012-06-07,23.604999542236328
2012-06-08,23.799999237060547
2012-06-11,23.850000381469727
2012-06-12,24.200000762939453
2012-06-13,23.405000686645508
2012-06-14,23.48500061035156
