Date,Adj Close
1997-01-29,7.0
1997-01-30,7.099999904632568
1997-01-31,7.324999809265137
1997-02-03,7.224999904632568
1997-02-04,6.974999904632568
1997-02-05,7.025000095367432
1997-02-06,7.050000190734863
1997-02-07,7.074999809265137
1997-02-10,7.074999809265137
1997-02-11,6.949999809265137
1997-02-12,6.949999809265137
1997-02-13,7.175000190734863
1997-02-14,7.199999809265137
1997-02-18,7.300000190734863
1997-02-19,7.25
1997-02-20,7.275000095367432
1997-02-21,7.300000190734863
1997-02-24,7.199999809265137
1997-02-25,7.275000095367432
1997-02-26,6.925000190734863
1997-02-27,6.925000190734863
1997-02-28,6.974999904632568
1997-03-03,6.974999904632568
1997-03-04,6.75
1997-03-05,6.800000190734863
1997-03-06,6.724999904632568
1997-03-07,6.724999904632568
1997-03-10,6.800000190734863
1997-03-11,6.75
1997-03-12,6.675000190734863
1997-03-13,6.574999809265137
1997-03-14,6.275000095367432
1997-03-17,6.150000095367432
1997-03-18,6.25
1997-03-19,6.375
1997-03-20,6.375
1997-03-21,6.349999904632568
1997-03-24,6.25
1997-03-25,6.125
1997-03-26,6.324999809265137
1997-03-27,6.25
1997-03-31,6.074999809265137
1997-04-01,6.150000095367432
1997-04-02,5.724999904632568
1997-04-03,5.625
1997-04-04,5.824999809265137
1997-04-07,5.974999904632568
1997-04-08,5.900000095367432
1997-04-09,5.925000190734863
1997-04-10,5.875
1997-04-11,5.775000095367432
1997-04-14,5.800000190734863
1997-04-15,6.0
1997-04-16,5.974999904632568
1997-04-17,5.925000190734863
1997-04-18,5.949999809265137
1997-04-21,6.074999809265137
1997-04-22,6.074999809265137
1997-04-23,6.125
1997-04-24,6.25
1997-04-25,6.425000190734863
1997-04-28,6.425000190734863
1997-04-29,6.525000095367432
1997-04-30,6.425000190734863
1997-05-01,6.550000190734863
1997-05-02,6.800000190734863
1997-05-05,7.275000095367432
1997-05-06,7.099999904632568
1997-05-07,7.0
1997-05-08,7.324999809265137
1997-05-09,7.199999809265137
1997-05-12,7.150000095367432
1997-05-13,7.25
1997-05-14,7.25
1997-05-15,6.900000095367432
1997-05-16,6.849999904632568
1997-05-19,6.800000190734863
1997-05-20,6.625
1997-05-21,6.824999809265137
1997-05-22,6.800000190734863
1997-05-23,7.0
1997-05-27,6.900000095367432
1997-05-28,6.949999809265137
1997-05-29,6.949999809265137
1997-05-30,7.199999809265137
1997-06-02,7.324999809265137
1997-06-03,7.599999904632568
1997-06-04,7.949999809265137
1997-06-05,7.925000190734863
1997-06-06,7.949999809265137
1997-06-09,7.875
1997-06-10,7.625
1997-06-11,7.900000095367432
1997-06-12,7.800000190734863
1997-06-13,7.800000190734863
1997-06-16,7.775000095367432
1997-06-17,7.425000190734863
1997-06-18,7.550000190734863
1997-06-19,7.5
1997-06-20,7.574999809265137
1997-06-23,7.675000190734863
1997-06-24,7.650000095367432
1997-06-25,7.724999904632568
1997-06-26,7.775000095367432
1997-06-27,7.724999904632568
1997-06-30,8.037500381469727
1997-07-01,8.225000381469727
1997-07-02,8.324999809265137
1997-07-03,8.5
1997-07-07,8.524999618530273
1997-07-08,8.512499809265137
1997-07-09,8.449999809265137
1997-07-10,8.387499809265137
1997-07-11,8.524999618530273
1997-07-14,8.475000381469727
1997-07-15,8.537500381469727
1997-07-16,8.4375
1997-07-17,8.425000190734863
1997-07-18,8.475000381469727
1997-07-21,8.225000381469727
1997-07-22,8.012499809265137
1997-07-23,8.050000190734863
1997-07-24,7.724999904632568
1997-07-25,7.599999904632568
1997-07-28,7.5
1997-07-29,7.275000095367432
1997-07-30,7.699999809265137
1997-07-31,8.25
1997-08-01,8.537500381469727
1997-08-04,8.862500190734863
1997-08-05,9.037500381469728
1997-08-06,9.262499809265137
1997-08-07,9.399999618530272
1997-08-08,9.0625
1997-08-11,9.0
1997-08-12,8.487500190734863
1997-08-13,8.6875
1997-08-14,8.787500381469727
1997-08-15,8.662500381469727
1997-08-18,8.5625
1997-08-19,8.550000190734863
1997-08-20,8.675000190734863
1997-08-21,8.550000190734863
1997-08-22,8.475000381469727
1997-08-25,8.737500190734863
1997-08-26,8.725000381469727
1997-08-27,9.362500190734863
1997-08-28,9.387499809265137
1997-08-29,9.149999618530272
1997-09-02,9.175000190734863
1997-09-03,9.300000190734863
1997-09-04,9.449999809265137
1997-09-05,9.449999809265137
1997-09-08,9.487500190734863
1997-09-09,9.5
1997-09-10,9.399999618530272
1997-09-11,9.300000190734863
1997-09-12,9.5
1997-09-15,9.399999618530272
1997-09-16,9.649999618530272
1997-09-17,9.425000190734863
1997-09-18,9.475000381469728
1997-09-19,9.625
1997-09-22,10.024999618530272
1997-09-23,9.912500381469728
1997-09-24,9.725000381469728
1997-09-25,9.774999618530272
1997-09-26,9.787500381469728
1997-09-29,9.787500381469728
1997-09-30,10.0
1997-10-01,10.199999809265137
1997-10-02,10.137499809265137
1997-10-03,9.600000381469728
1997-10-06,9.6875
1997-10-07,9.912500381469728
1997-10-08,9.9375
1997-10-09,9.824999809265137
1997-10-10,9.774999618530272
1997-10-13,10.0
1997-10-14,10.262499809265137
1997-10-15,10.462499618530272
1997-10-16,10.225000381469728
1997-10-17,10.237500190734863
1997-10-20,10.387499809265137
1997-10-21,10.8125
1997-10-22,10.770833015441896
1997-10-23,10.4375
1997-10-24,10.625
1997-10-27,9.666666984558104
1997-10-28,9.729166984558104
1997-10-29,10.520833015441896
1997-10-30,9.916666984558104
1997-10-31,10.270833015441896
1997-11-03,11.145833015441896
1997-11-04,10.833333015441896
1997-11-05,10.729166984558104
1997-11-06,10.75
1997-11-07,10.083333015441896
1997-11-10,10.208333015441896
1997-11-11,10.416666984558104
1997-11-12,9.604166984558104
1997-11-13,9.875
1997-11-14,10.375
1997-11-17,10.416666984558104
1997-11-18,10.375
1997-11-19,9.270833015441896
1997-11-20,9.375
1997-11-21,9.5
1997-11-24,9.083333015441896
1997-11-25,8.354166984558105
1997-11-26,8.541666984558105
1997-11-28,8.625
1997-12-01,8.458333015441895
1997-12-02,8.395833015441895
1997-12-03,8.4375
1997-12-04,8.541666984558105
1997-12-05,9.208333015441896
1997-12-08,9.0625
1997-12-09,9.291666984558104
1997-12-10,9.208333015441896
1997-12-11,9.125
1997-12-12,9.270833015441896
1997-12-15,9.25
1997-12-16,9.3125
1997-12-17,9.3125
1997-12-18,9.25
1997-12-19,9.1875
1997-12-22,9.041666984558104
1997-12-23,9.083333015441896
1997-12-24,9.104166984558104
1997-12-26,9.1875
1997-12-29,9.166666984558104
1997-12-30,9.229166984558104
1997-12-31,9.166666984558104
1998-01-02,9.041666984558104
1998-01-05,9.0
1998-01-06,8.916666984558105
1998-01-07,8.6875
1998-01-08,8.416666984558105
1998-01-09,8.166666984558105
1998-01-12,7.9166669845581055
1998-01-13,8.125
1998-01-14,8.291666984558105
1998-01-15,8.291666984558105
1998-01-16,8.3125
1998-01-20,8.333333015441895
1998-01-21,8.3125
1998-01-22,8.291666984558105
1998-01-23,8.270833015441895
1998-01-26,8.0
1998-01-27,7.75
1998-01-28,7.625
1998-01-29,8.104166984558105
1998-01-30,8.125
1998-02-02,8.666666984558105
1998-02-03,9.583333015441896
1998-02-04,9.916666984558104
1998-02-05,9.6875
1998-02-06,9.708333015441896
1998-02-09,9.708333015441896
1998-02-10,9.645833015441896
1998-02-11,9.666666984558104
1998-02-12,9.666666984558104
1998-02-13,9.9375
1998-02-17,9.8125
1998-02-18,9.916666984558104
1998-02-19,9.875
1998-02-20,10.333333015441896
1998-02-23,10.375
1998-02-24,10.25
1998-02-25,10.1875
1998-02-26,10.375
1998-02-27,10.729166984558104
1998-03-02,11.208333015441896
1998-03-03,11.541666984558104
1998-03-04,10.895833015441896
1998-03-05,10.770833015441896
1998-03-06,10.770833015441896
1998-03-09,10.958333015441896
1998-03-10,11.0
1998-03-11,11.020833015441896
1998-03-12,11.708333015441896
1998-03-13,11.833333015441896
1998-03-16,11.895833015441896
1998-03-17,11.520833015441896
1998-03-18,11.125
1998-03-19,11.333333015441896
1998-03-20,11.125
1998-03-23,11.083333015441896
1998-03-24,11.375
1998-03-25,11.125
1998-03-26,11.020833015441896
1998-03-27,10.833333015441896
1998-03-30,10.729166984558104
1998-03-31,11.104166984558104
1998-04-01,10.8125
1998-04-02,11.125
1998-04-03,11.041666984558104
1998-04-06,10.666666984558104
1998-04-07,10.5
1998-04-08,10.375
1998-04-09,10.625
1998-04-13,10.791666984558104
1998-04-14,10.708333015441896
1998-04-15,10.729166984558104
1998-04-16,10.770833015441896
1998-04-17,10.770833015441896
1998-04-20,10.520833015441896
1998-04-21,10.625
1998-04-22,10.354166984558104
1998-04-23,10.354166984558104
1998-04-24,10.166666984558104
1998-04-27,10.208333015441896
1998-04-28,10.104166984558104
1998-04-29,10.270833015441896
1998-04-30,11.041666984558104
1998-05-01,10.895833015441896
1998-05-04,11.020833015441896
1998-05-05,11.0
1998-05-06,10.854166984558104
1998-05-07,10.8125
1998-05-08,10.625
1998-05-11,10.270833015441896
1998-05-12,10.104166984558104
1998-05-13,10.520833015441896
1998-05-14,10.541666984558104
1998-05-15,10.333333015441896
1998-05-18,10.208333015441896
1998-05-19,10.291666984558104
1998-05-20,10.1875
1998-05-21,10.583333015441896
1998-05-22,10.6875
1998-05-26,10.541666984558104
1998-05-27,10.395833015441896
1998-05-28,10.229166984558104
1998-05-29,10.229166984558104
1998-06-01,10.208333015441896
1998-06-02,10.208333015441896
1998-06-03,10.4375
1998-06-04,10.4375
1998-06-05,10.625
1998-06-08,10.916666984558104
1998-06-09,11.0
1998-06-10,10.958333015441896
1998-06-11,10.666666984558104
1998-06-12,11.020833015441896
1998-06-15,11.0
1998-06-16,11.020833015441896
1998-06-17,11.145833015441896
1998-06-18,10.958333015441896
1998-06-19,10.958333015441896
1998-06-22,11.166666984558104
1998-06-23,11.645833015441896
1998-06-24,12.041666984558104
1998-06-25,11.791666984558104
1998-06-26,11.791666984558104
1998-06-29,11.791666984558104
1998-06-30,11.5
1998-07-01,11.166666984558104
1998-07-02,11.354166984558104
1998-07-06,11.666666984558104
1998-07-07,11.25
1998-07-08,11.145833015441896
1998-07-09,11.166666984558104
1998-07-10,10.979166984558104
1998-07-13,10.604166984558104
1998-07-14,10.958333015441896
1998-07-15,11.041666984558104
1998-07-16,11.145833015441896
1998-07-17,11.0
1998-07-20,11.270833015441896
1998-07-21,11.145833015441896
1998-07-22,11.020833015441896
1998-07-23,10.645833015441896
1998-07-24,10.458333015441896
1998-07-27,10.375
1998-07-28,10.5
1998-07-29,10.770833015441896
1998-07-30,10.541666984558104
1998-07-31,10.145833015441896
1998-08-03,9.875
1998-08-04,8.291666984558105
1998-08-05,8.5
1998-08-06,8.229166984558105
1998-08-07,8.833333015441895
1998-08-10,8.583333015441895
1998-08-11,8.4375
1998-08-12,8.833333015441895
1998-08-13,8.604166984558105
1998-08-14,8.6875
1998-08-17,8.645833015441895
1998-08-18,8.645833015441895
1998-08-19,8.333333015441895
1998-08-20,8.0
1998-08-21,7.8958330154418945
1998-08-24,7.4166669845581055
1998-08-25,7.1041669845581055
1998-08-26,6.75
1998-08-27,6.395833015441895
1998-08-28,6.5
1998-08-31,6.333333015441895
1998-09-01,6.625
1998-09-02,6.6666669845581055
1998-09-03,7.0
1998-09-04,7.6458330154418945
1998-09-08,8.145833015441895
1998-09-09,8.166666984558105
1998-09-10,7.7916669845581055
1998-09-11,7.9166669845581055
1998-09-14,7.6458330154418945
1998-09-15,7.7291669845581055
1998-09-16,8.041666984558105
1998-09-17,8.0
1998-09-18,8.354166984558105
1998-09-21,8.5
1998-09-22,8.645833015441895
1998-09-23,9.229166984558104
1998-09-24,9.375
1998-09-25,9.020833015441896
1998-09-28,9.020833015441896
1998-09-29,8.541666984558105
1998-09-30,8.0
1998-10-01,7.020833015441895
1998-10-02,6.5
1998-10-05,6.7291669845581055
1998-10-06,7.145833015441895
1998-10-07,7.3333330154418945
1998-10-08,7.5833330154418945
1998-10-09,7.3333330154418945
1998-10-12,7.2291669845581055
1998-10-13,7.3125
1998-10-14,7.3125
1998-10-15,7.2916669845581055
1998-10-16,7.9375
1998-10-19,8.041666984558105
1998-10-20,8.25
1998-10-21,7.9375
1998-10-22,7.7291669845581055
1998-10-23,7.4166669845581055
1998-10-26,7.2708330154418945
1998-10-27,7.7916669845581055
1998-10-28,7.8958330154418945
1998-10-29,8.0
1998-10-30,8.166666984558105
1998-11-02,8.25
1998-11-03,8.875
1998-11-04,9.916666984558104
1998-11-05,9.75
1998-11-06,10.0625
1998-11-09,9.145833015441896
1998-11-10,9.479166984558104
1998-11-11,8.854166984558105
1998-11-12,8.75
1998-11-13,8.9375
1998-11-16,9.125
1998-11-17,8.958333015441895
1998-11-18,8.979166984558105
1998-11-19,9.166666984558104
1998-11-20,9.041666984558104
1998-11-23,8.75
1998-11-24,8.833333015441895
1998-11-25,8.770833015441895
1998-11-27,8.875
1998-11-30,8.854166984558105
1998-12-01,8.770833015441895
1998-12-02,8.666666984558105
1998-12-03,8.354166984558105
1998-12-04,8.6875
1998-12-07,8.9375
1998-12-08,8.729166984558105
1998-12-09,8.416666984558105
1998-12-10,8.270833015441895
1998-12-11,8.083333015441895
1998-12-14,7.4791669845581055
1998-12-15,7.5833330154418945
1998-12-16,7.6041669845581055
1998-12-17,8.083333015441895
1998-12-18,7.9791669845581055
1998-12-21,8.25
1998-12-22,8.354166984558105
1998-12-23,8.270833015441895
1998-12-24,8.708333015441895
1998-12-28,9.125
1998-12-29,9.020833015441896
1998-12-30,9.4375
1998-12-31,9.854166984558104
1999-01-04,9.333333015441896
1999-01-05,8.979166984558105
1999-01-06,8.354166984558105
1999-01-07,8.604166984558105
1999-01-08,8.5625
1999-01-11,8.208333015441895
1999-01-12,8.3125
1999-01-13,8.458333015441895
1999-01-14,8.291666984558105
1999-01-15,8.5
1999-01-19,8.3125
1999-01-20,8.0
1999-01-21,7.8333330154418945
1999-01-22,8.166666984558105
1999-01-25,7.8125
1999-01-26,7.625
1999-01-27,7.5833330154418945
1999-01-28,7.4583330154418945
1999-01-29,7.7708330154418945
1999-02-01,8.041666984558105
1999-02-02,8.0
1999-02-03,8.166666984558105
1999-02-04,7.9375
1999-02-05,7.5833330154418945
1999-02-08,7.5
1999-02-09,7.4166669845581055
1999-02-10,7.1666669845581055
1999-02-11,7.125
1999-02-12,6.583333015441895
1999-02-16,6.875
1999-02-17,7.0
1999-02-18,2.916666984558105
1999-02-19,3.125
1999-02-22,3.3333330154418945
1999-02-23,3.104166984558105
1999-02-24,2.875
1999-02-25,3.0
1999-02-26,2.9583330154418945
1999-03-01,2.9375
1999-03-02,2.916666984558105
1999-03-03,2.75
1999-03-04,2.5
1999-03-05,2.8125
1999-03-08,2.791666984558105
1999-03-09,2.8958330154418945
1999-03-10,3.125
1999-03-11,3.0208330154418945
1999-03-12,3.0625
1999-03-15,3.0833330154418945
1999-03-16,3.2083330154418945
1999-03-17,3.625
1999-03-18,3.4375
1999-03-19,3.7291669845581055
1999-03-22,3.7916669845581055
1999-03-23,3.5208330154418945
1999-03-24,3.5833330154418945
1999-03-25,3.7708330154418954
1999-03-26,3.6458330154418954
1999-03-29,3.479166984558105
1999-03-30,3.4583330154418945
1999-03-31,3.6666669845581055
1999-04-01,3.5625
1999-04-05,3.6458330154418954
1999-04-06,3.4375
1999-04-07,3.354166984558105
1999-04-08,3.2708330154418945
1999-04-09,3.5
1999-04-12,3.5208330154418945
1999-04-13,3.5
1999-04-14,3.5208330154418945
1999-04-15,3.541666984558105
1999-04-16,3.6458330154418954
1999-04-19,3.479166984558105
1999-04-20,3.5208330154418945
1999-04-21,3.6666669845581055
1999-04-22,3.7083330154418954
1999-04-23,4.4166669845581055
1999-04-26,4.645833015441895
1999-04-27,4.6875
1999-04-28,4.5625
1999-04-29,4.770833015441895
1999-04-30,4.625
1999-05-03,4.6666669845581055
1999-05-04,4.7291669845581055
1999-05-05,4.7916669845581055
1999-05-06,4.875
1999-05-07,4.875
1999-05-10,5.1041669845581055
1999-05-11,4.833333015441895
1999-05-12,5.208333015441895
1999-05-13,5.3125
1999-05-14,5.145833015441895
1999-05-17,4.958333015441895
1999-05-18,4.9375
1999-05-19,4.9791669845581055
1999-05-20,5.2291669845581055
1999-05-21,5.145833015441895
1999-05-24,5.0625
1999-05-25,4.9791669845581055
1999-05-26,5.0
1999-05-27,5.125
1999-05-28,5.125
1999-06-01,4.9791669845581055
1999-06-02,4.958333015441895
1999-06-03,4.9791669845581055
1999-06-04,5.0
1999-06-07,5.0
1999-06-08,4.958333015441895
1999-06-09,4.895833015441895
1999-06-10,4.875
1999-06-11,5.0
1999-06-14,4.958333015441895
1999-06-15,4.770833015441895
1999-06-16,4.875
1999-06-17,4.833333015441895
1999-06-18,4.9375
1999-06-21,4.9166669845581055
1999-06-22,4.8541669845581055
1999-06-23,4.833333015441895
1999-06-24,4.645833015441895
1999-06-25,4.6666669845581055
1999-06-28,4.8125
1999-06-29,5.0
1999-06-30,5.1875
1999-07-01,5.1041669845581055
1999-07-02,5.0416669845581055
1999-07-06,4.958333015441895
1999-07-07,4.8125
1999-07-08,4.7291669845581055
1999-07-09,4.75
1999-07-12,4.645833015441895
1999-07-13,4.625
1999-07-14,4.520833015441895
1999-07-15,4.5416669845581055
1999-07-16,4.2916669845581055
1999-07-19,2.875
1999-07-20,2.7708330154418945
1999-07-21,3.0833330154418945
1999-07-22,3.291666984558105
1999-07-23,3.166666984558105
1999-07-26,3.0833330154418945
1999-07-27,3.0
1999-07-28,2.916666984558105
1999-07-29,2.8125
1999-07-30,2.791666984558105
1999-08-02,2.8333330154418945
1999-08-03,2.791666984558105
1999-08-04,2.6458330154418945
1999-08-05,2.7083330154418945
1999-08-06,2.7083330154418945
1999-08-09,2.6458330154418945
1999-08-10,2.8333330154418945
1999-08-11,2.7083330154418945
1999-08-12,2.6875
1999-08-13,2.729166984558105
1999-08-16,2.8333330154418945
1999-08-17,2.916666984558105
1999-08-18,2.9375
1999-08-19,2.916666984558105
1999-08-20,3.0
1999-08-23,2.8958330154418945
1999-08-24,2.8333330154418945
1999-08-25,2.8125
1999-08-26,2.7708330154418945
1999-08-27,2.791666984558105
1999-08-30,2.791666984558105
1999-08-31,2.6875
1999-09-01,2.6458330154418945
1999-09-02,2.604166984558105
1999-09-03,2.666666984558105
1999-09-07,2.6875
1999-09-08,2.625
1999-09-09,2.6458330154418945
1999-09-10,2.666666984558105
1999-09-13,2.6458330154418945
1999-09-14,2.6875
1999-09-15,2.8333330154418945
1999-09-16,2.6875
1999-09-17,2.729166984558105
1999-09-20,2.666666984558105
1999-09-21,2.625
1999-09-22,2.5625
1999-09-23,2.5208330154418945
1999-09-24,2.5
1999-09-27,2.5
1999-09-28,2.5208330154418945
1999-09-29,2.354166984558105
1999-09-30,2.479166984558105
1999-10-01,2.375
1999-10-04,2.166666984558105
1999-10-05,2.0
