Date,Adj Close
2006-11-24,61.0099983215332
2006-11-27,57.810001373291016
2006-11-28,57.31999969482422
2006-11-29,57.88999938964844
2006-11-30,57.95000076293945
2006-12-01,57.4900016784668
2006-12-04,58.0
2006-12-05,56.84999847412109
2006-12-06,57.130001068115234
2006-12-07,54.7599983215332
2006-12-08,55.29999923706055
2006-12-11,54.84999847412109
2006-12-12,54.5
2006-12-13,54.20000076293945
2006-12-14,53.95000076293945
2006-12-15,53.09999847412109
2006-12-18,53.91999816894531
2006-12-19,54.61000061035156
2006-12-20,54.880001068115234
2006-12-21,54.45000076293945
2006-12-22,55.52000045776367
2006-12-26,56.25
2006-12-27,56.04999923706055
2006-12-28,56.41999816894531
2006-12-29,57.0
2007-01-03,56.40999984741211
2007-01-04,55.380001068115234
2007-01-05,55.0
2007-01-08,56.04999923706055
2007-01-09,56.45000076293945
2007-01-10,56.209999084472656
2007-01-11,57.66999816894531
2007-01-12,58.27999877929688
2007-01-16,60.459999084472656
2007-01-17,60.59999847412109
2007-01-18,59.58000183105469
2007-01-19,58.970001220703125
2007-01-22,58.41999816894531
2007-01-23,58.5
2007-01-24,58.0
2007-01-25,57.47999954223633
2007-01-26,57.34000015258789
2007-01-29,58.70000076293945
2007-01-30,59.59999847412109
2007-01-31,59.41999816894531
2007-02-01,59.79999923706055
2007-02-02,60.0099983215332
2007-02-05,60.43999862670898
2007-02-06,60.58000183105469
2007-02-07,61.56999969482422
2007-02-08,62.09000015258789
2007-02-09,61.90999984741211
2007-02-12,60.720001220703125
2007-02-13,60.45000076293945
2007-02-14,59.68999862670898
2007-02-15,61.380001068115234
2007-02-16,65.02999877929688
2007-02-20,63.88999938964844
2007-02-21,63.58000183105469
2007-02-22,64.41999816894531
2007-02-23,64.30999755859375
2007-02-26,63.630001068115234
2007-02-27,60.25
2007-02-28,59.9900016784668
2007-03-01,61.22999954223633
2007-03-02,60.20000076293945
2007-03-05,59.04999923706055
2007-03-06,60.06999969482422
2007-03-07,60.220001220703125
2007-03-08,60.09000015258789
2007-03-09,60.56999969482422
2007-03-12,61.22999954223633
2007-03-13,61.0099983215332
2007-03-14,60.59000015258789
2007-03-15,61.04999923706055
2007-03-16,60.58000183105469
2007-03-19,63.09999847412109
2007-03-20,64.2300033569336
2007-03-21,64.75
2007-03-22,64.16999816894531
2007-03-23,64.80000305175781
2007-03-26,63.59000015258789
2007-03-27,62.369998931884766
2007-03-28,62.060001373291016
2007-03-29,62.20000076293945
2007-03-30,62.09999847412109
2007-04-02,62.7400016784668
2007-04-03,63.95000076293945
2007-04-04,64.75
2007-04-05,64.91000366210938
2007-04-09,65.0
2007-04-10,64.66999816894531
2007-04-11,63.77999877929688
2007-04-12,64.16000366210938
2007-04-13,64.06999969482422
2007-04-16,65.19999694824219
2007-04-17,66.54000091552734
2007-04-18,66.25
2007-04-19,65.37000274658203
2007-04-20,65.58999633789062
2007-04-23,65.51000213623047
2007-04-24,65.0
2007-04-25,65.68000030517578
2007-04-26,66.94000244140625
2007-04-27,66.0199966430664
2007-04-30,65.2300033569336
2007-05-01,66.26000213623047
2007-05-02,78.08999633789062
2007-05-03,79.01000213623047
2007-05-04,78.37000274658203
2007-05-07,76.4000015258789
2007-05-08,77.62000274658203
2007-05-09,77.69000244140625
2007-05-10,80.55000305175781
2007-05-11,81.73999786376953
2007-05-14,82.69999694824219
2007-05-15,81.0999984741211
2007-05-16,82.44000244140625
2007-05-17,81.26000213623047
2007-05-18,82.0
2007-05-21,81.80000305175781
2007-05-22,82.04000091552734
2007-05-23,80.69999694824219
2007-05-24,82.44000244140625
2007-05-25,86.55000305175781
2007-05-29,85.6500015258789
2007-05-30,86.05999755859375
2007-05-31,86.62000274658203
2007-06-01,87.80999755859375
2007-06-04,87.5199966430664
2007-06-05,86.26000213623047
2007-06-06,84.56999969482422
2007-06-07,82.8499984741211
2007-06-08,84.76000213623047
2007-06-11,84.48999786376953
2007-06-12,82.62000274658203
2007-06-13,83.3499984741211
2007-06-14,83.91000366210938
2007-06-15,85.05000305175781
2007-06-18,85.66999816894531
2007-06-19,85.93000030517578
2007-06-20,84.44999694824219
2007-06-21,83.44999694824219
2007-06-22,79.58000183105469
2007-06-25,80.72000122070312
2007-06-26,80.87999725341797
2007-06-27,82.30000305175781
2007-06-28,82.5199966430664
2007-06-29,85.27999877929688
2007-07-02,86.0
2007-07-03,84.19999694824219
2007-07-05,82.58000183105469
2007-07-06,85.44999694824219
2007-07-09,85.76000213623047
2007-07-10,85.2699966430664
2007-07-11,85.20999908447266
2007-07-12,89.81999969482422
2007-07-13,90.5199966430664
2007-07-16,88.80000305175781
2007-07-17,86.04000091552734
2007-07-18,86.77999877929688
2007-07-19,87.44000244140625
2007-07-20,85.7300033569336
2007-07-23,86.80999755859375
2007-07-24,82.20999908447266
2007-07-25,79.58999633789062
2007-07-26,78.54000091552734
2007-07-27,81.5
2007-07-30,87.56999969482422
2007-07-31,88.33999633789062
2007-08-01,99.19000244140624
2007-08-02,99.91000366210938
2007-08-03,97.9000015258789
2007-08-06,99.4000015258789
2007-08-07,108.5
2007-08-08,107.55999755859376
2007-08-09,104.0500030517578
2007-08-10,101.6999969482422
2007-08-13,102.01000213623048
2007-08-14,96.08000183105467
2007-08-15,95.36000061035156
2007-08-16,96.0
2007-08-17,99.9499969482422
2007-08-20,101.16000366210938
2007-08-21,99.6500015258789
2007-08-22,102.0
2007-08-23,101.37000274658205
2007-08-24,102.91000366210938
2007-08-27,99.5500030517578
2007-08-28,97.12999725341795
2007-08-29,100.66999816894533
2007-08-30,100.0500030517578
2007-08-31,103.98999786376952
2007-09-04,107.75
2007-09-05,105.75
2007-09-06,105.26000213623048
2007-09-07,101.69000244140624
2007-09-10,100.54000091552734
2007-09-11,103.62999725341795
2007-09-12,103.51000213623048
2007-09-13,105.58000183105467
2007-09-14,105.73999786376952
2007-09-17,108.62999725341795
2007-09-18,111.8000030517578
2007-09-19,112.87999725341795
2007-09-20,110.83999633789062
2007-09-21,113.9000015258789
2007-09-24,114.48999786376952
2007-09-25,114.6500015258789
2007-09-26,117.08999633789062
2007-09-27,119.26000213623048
2007-09-28,118.12999725341795
2007-10-01,122.51000213623048
2007-10-02,124.2699966430664
2007-10-03,125.81999969482422
2007-10-04,123.76000213623048
2007-10-05,127.54000091552734
2007-10-08,129.8000030517578
2007-10-09,129.52000427246094
2007-10-10,131.8000030517578
2007-10-11,129.0
2007-10-12,122.68000030517578
2007-10-15,121.86000061035156
2007-10-16,122.98999786376952
2007-10-17,123.12000274658205
2007-10-18,126.0999984741211
2007-10-19,123.4000015258789
2007-10-22,124.94000244140624
2007-10-23,127.12999725341795
2007-10-24,123.5500030517578
2007-10-25,128.57000732421875
2007-10-26,133.9499969482422
2007-10-29,134.41000366210938
2007-10-30,133.5
2007-10-31,139.0
2007-11-01,135.69000244140625
2007-11-02,131.67999267578125
2007-11-05,130.9199981689453
2007-11-06,131.8800048828125
2007-11-07,131.1999969482422
2007-11-08,127.43000030517578
2007-11-09,121.5999984741211
2007-11-12,117.12000274658205
2007-11-13,126.4499969482422
2007-11-14,130.0
2007-11-15,129.25
2007-11-16,124.87000274658205
2007-11-19,121.23999786376952
2007-11-20,124.77999877929688
2007-11-21,123.33999633789062
2007-11-23,125.16999816894533
2007-11-26,125.98999786376952
2007-11-27,127.19000244140624
2007-11-28,134.61000061035156
2007-11-29,134.33999633789062
2007-11-30,133.14999389648438
2007-12-03,132.92999267578125
2007-12-04,137.50999450683594
2007-12-05,138.7899932861328
2007-12-06,149.14999389648438
2007-12-07,146.0399932861328
2007-12-10,150.0500030517578
2007-12-11,144.85000610351562
2007-12-12,145.1699981689453
2007-12-13,144.39999389648438
2007-12-14,141.38999938964844
2007-12-17,135.42999267578125
2007-12-18,145.4600067138672
2007-12-19,140.4499969482422
2007-12-20,143.58999633789062
2007-12-21,146.60000610351562
2007-12-24,148.4499969482422
2007-12-26,152.36000061035156
2007-12-27,150.6300048828125
2007-12-28,151.8800048828125
2007-12-31,147.07000732421875
2008-01-02,146.6699981689453
2008-01-03,141.6999969482422
2008-01-04,127.01000213623048
2008-01-07,123.9800033569336
2008-01-08,117.87000274658205
2008-01-09,118.58000183105467
2008-01-10,123.0999984741211
2008-01-11,116.6999969482422
2008-01-14,116.7699966430664
2008-01-15,115.93000030517578
2008-01-16,118.8000030517578
2008-01-17,120.33000183105467
2008-01-18,121.95999908447266
2008-01-22,123.55999755859376
2008-01-23,127.0
2008-01-24,132.91000366210938
2008-01-25,128.7899932861328
2008-01-28,125.37000274658205
2008-01-29,119.27999877929688
2008-01-30,115.06999969482422
2008-01-31,120.37999725341795
2008-02-01,123.0500030517578
2008-02-04,116.94000244140624
2008-02-05,114.87999725341795
2008-02-06,108.5999984741211
2008-02-07,107.7300033569336
2008-02-08,108.3000030517578
2008-02-11,110.0500030517578
2008-02-12,106.0500030517578
2008-02-13,109.6999969482422
2008-02-14,108.6500015258789
2008-02-15,105.25
2008-02-19,102.75
2008-02-20,102.6500015258789
2008-02-21,101.08000183105467
2008-02-22,99.72000122070312
2008-02-25,102.97000122070312
2008-02-26,104.27999877929688
2008-02-27,103.23999786376952
2008-02-28,102.04000091552734
2008-02-29,99.3000030517578
2008-03-03,97.62999725341795
2008-03-04,96.5199966430664
2008-03-05,101.81999969482422
2008-03-06,95.5999984741211
2008-03-07,96.43000030517578
2008-03-10,90.56999969482422
2008-03-11,96.37999725341795
2008-03-12,99.08000183105467
2008-03-13,101.01000213623048
2008-03-14,99.61000061035156
2008-03-17,98.23999786376952
2008-03-18,101.54000091552734
2008-03-19,100.1500015258789
2008-03-20,109.70999908447266
2008-03-24,114.8000030517578
2008-03-25,113.56999969482422
2008-03-26,115.0
2008-03-27,112.72000122070312
2008-03-28,109.5999984741211
2008-03-31,113.43000030517578
2008-04-01,119.7300033569336
2008-04-02,118.81999969482422
2008-04-03,119.0500030517578
2008-04-04,116.66000366210938
2008-04-07,114.8000030517578
2008-04-08,114.5199966430664
2008-04-09,111.33000183105467
2008-04-10,113.58999633789062
2008-04-11,110.54000091552734
2008-04-14,107.7300033569336
2008-04-15,108.58999633789062
2008-04-16,112.87000274658205
2008-04-17,111.4800033569336
2008-04-18,114.9499969482422
2008-04-21,118.27999877929688
2008-04-22,113.1500015258789
2008-04-23,109.9000015258789
2008-04-24,100.0
2008-04-25,102.8499984741211
2008-04-28,100.8499984741211
2008-04-29,98.9800033569336
2008-04-30,98.12999725341795
2008-05-01,100.5
2008-05-02,97.8499984741211
2008-05-05,99.08999633789062
2008-05-06,98.37999725341795
2008-05-07,95.55999755859376
2008-05-08,93.88999938964844
2008-05-09,94.93000030517578
2008-05-12,97.5500030517578
2008-05-13,100.6999969482422
2008-05-14,100.66999816894533
2008-05-15,98.69000244140624
2008-05-16,95.41999816894533
2008-05-19,90.56999969482422
2008-05-20,89.4000015258789
2008-05-21,87.36000061035156
2008-05-22,86.0999984741211
2008-05-23,85.06999969482422
2008-05-27,86.7300033569336
2008-05-28,90.48999786376952
2008-05-29,90.47000122070312
2008-05-30,92.3000030517578
2008-06-02,90.61000061035156
2008-06-03,90.5999984741211
2008-06-04,92.38999938964844
2008-06-05,94.9499969482422
2008-06-06,92.26000213623048
2008-06-09,90.95999908447266
2008-06-10,92.16999816894533
2008-06-11,87.43000030517578
2008-06-12,86.77999877929688
2008-06-13,87.37999725341797
2008-06-16,87.22000122070312
2008-06-17,90.1500015258789
2008-06-18,90.5999984741211
2008-06-19,93.20999908447266
2008-06-20,89.80999755859375
2008-06-23,88.62999725341797
2008-06-24,88.97000122070312
2008-06-25,92.9000015258789
2008-06-26,90.87000274658205
2008-06-27,89.5199966430664
2008-06-30,82.62000274658203
2008-07-01,81.6500015258789
2008-07-02,80.05000305175781
2008-07-03,80.7699966430664
2008-07-07,78.51000213623047
2008-07-08,83.83999633789062
2008-07-09,79.13999938964844
2008-07-10,71.5199966430664
2008-07-11,72.61000061035156
2008-07-14,70.0
2008-07-15,72.33999633789062
2008-07-16,77.06999969482422
2008-07-17,80.83000183105469
2008-07-18,79.91000366210938
2008-07-21,76.38999938964844
2008-07-22,81.66000366210938
2008-07-23,83.80000305175781
2008-07-24,67.30000305175781
2008-07-25,66.30999755859375
2008-07-28,65.48999786376953
2008-07-29,69.69000244140625
2008-07-30,68.94999694824219
2008-07-31,68.5
2008-08-01,67.16999816894531
2008-08-04,67.5999984741211
2008-08-05,72.61000061035156
2008-08-06,74.37000274658203
2008-08-07,71.13999938964844
2008-08-08,73.58000183105469
2008-08-11,76.69999694824219
2008-08-12,75.76000213623047
2008-08-13,72.19000244140625
2008-08-14,75.83999633789062
2008-08-15,76.12000274658203
2008-08-18,73.95999908447266
2008-08-19,72.0199966430664
2008-08-20,70.05999755859375
2008-08-21,70.52999877929688
2008-08-22,72.0
2008-08-25,70.12999725341797
2008-08-26,70.37000274658203
2008-08-27,69.23999786376953
2008-08-28,70.23999786376953
2008-08-29,69.31999969482422
2008-09-02,73.5999984741211
2008-09-03,71.66000366210938
2008-09-04,68.69999694824219
2008-09-05,69.97000122070312
2008-09-08,70.0999984741211
2008-09-09,67.27999877929688
2008-09-10,67.87999725341797
2008-09-11,71.1500015258789
2008-09-12,56.70000076293945
2008-09-15,56.11000061035156
2008-09-16,57.18999862670898
2008-09-17,58.0
2008-09-18,60.20000076293945
2008-09-19,60.310001373291016
2008-09-22,57.900001525878906
2008-09-23,56.95000076293945
2008-09-24,56.83000183105469
2008-09-25,57.40999984741211
2008-09-26,58.81999969482422
2008-09-29,56.5
2008-09-30,55.4900016784668
2008-10-01,57.5099983215332
2008-10-02,54.54999923706055
2008-10-03,50.54999923706055
2008-10-06,48.95000076293945
2008-10-07,48.0
2008-10-08,51.27999877929688
2008-10-09,49.400001525878906
2008-10-10,48.34999847412109
2008-10-13,51.0
2008-10-14,45.5
2008-10-15,40.77000045776367
2008-10-16,44.68999862670898
2008-10-17,44.25
2008-10-20,45.84999847412109
2008-10-21,43.34000015258789
2008-10-22,41.08000183105469
2008-10-23,44.290000915527344
2008-10-24,44.77000045776367
2008-10-27,47.459999084472656
2008-10-28,51.5
2008-10-29,54.68000030517578
2008-10-30,50.84000015258789
2008-10-31,50.75
2008-11-03,49.02000045776367
2008-11-04,50.61000061035156
2008-11-05,48.59000015258789
2008-11-06,48.650001525878906
2008-11-07,48.56999969482422
2008-11-10,45.43000030517578
2008-11-11,44.68000030517578
2008-11-12,42.20000076293945
2008-11-13,44.84000015258789
2008-11-14,44.31999969482422
2008-11-17,44.13999938964844
2008-11-18,43.88999938964844
2008-11-19,40.70000076293945
2008-11-20,38.68999862670898
2008-11-21,39.29999923706055
2008-11-24,42.61000061035156
2008-11-25,44.79999923706055
2008-11-26,48.08000183105469
2008-11-28,49.58000183105469
2008-12-01,45.630001068115234
2008-12-02,45.91999816894531
2008-12-03,49.119998931884766
2008-12-04,50.7599983215332
2008-12-05,53.09999847412109
2008-12-08,56.88999938964844
2008-12-09,53.400001525878906
2008-12-10,58.90999984741211
2008-12-11,55.04999923706055
2008-12-12,57.470001220703125
2008-12-15,56.59000015258789
2008-12-16,60.93000030517578
2008-12-17,64.62999725341797
2008-12-18,64.08000183105469
2008-12-19,63.7599983215332
2008-12-22,63.310001373291016
2008-12-23,59.18999862670898
2008-12-24,58.7400016784668
2008-12-26,58.27999877929688
2008-12-29,57.34000015258789
2008-12-30,60.59000015258789
2008-12-31,61.97999954223633
2009-01-02,64.13999938964844
2009-01-05,62.54999923706055
2009-01-06,60.380001068115234
2009-01-07,58.5099983215332
2009-01-08,57.2599983215332
2009-01-09,53.40999984741211
2009-01-12,54.27999877929688
2009-01-13,52.2599983215332
2009-01-14,49.970001220703125
2009-01-15,51.47999954223633
2009-01-16,53.04999923706055
2009-01-20,49.59999847412109
2009-01-21,50.29999923706055
2009-01-22,49.119998931884766
2009-01-23,48.95000076293945
2009-01-26,48.59000015258789
2009-01-27,48.09000015258789
2009-01-28,50.380001068115234
2009-01-29,48.959999084472656
2009-01-30,47.7599983215332
2009-02-02,48.09999847412109
2009-02-03,49.11000061035156
2009-02-04,49.16999816894531
2009-02-05,51.52999877929688
2009-02-06,51.310001373291016
2009-02-09,50.380001068115234
2009-02-10,48.11000061035156
2009-02-11,47.41999816894531
2009-02-12,53.25
2009-02-13,55.04999923706055
2009-02-17,53.36000061035156
2009-02-18,54.45000076293945
2009-02-19,53.7400016784668
2009-02-20,55.5
2009-02-23,54.66999816894531
2009-02-24,56.22999954223633
2009-02-25,55.459999084472656
2009-02-26,54.130001068115234
2009-02-27,54.630001068115234
2009-03-02,52.59999847412109
2009-03-03,50.70000076293945
2009-03-04,50.75
2009-03-05,49.9900016784668
2009-03-06,49.18999862670898
2009-03-09,49.06999969482422
2009-03-10,52.25
2009-03-11,52.84999847412109
2009-03-12,55.150001525878906
2009-03-13,56.5
2009-03-16,56.130001068115234
2009-03-17,59.20000076293945
2009-03-18,63.720001220703125
2009-03-19,62.34000015258789
2009-03-20,61.11000061035156
2009-03-23,63.83000183105469
2009-03-24,64.5
2009-03-25,65.45999908447266
2009-03-26,70.75
2009-03-27,68.5
2009-03-30,64.7300033569336
2009-03-31,66.37999725341797
2009-04-01,67.5
2009-04-02,69.80999755859375
2009-04-03,71.08000183105469
2009-04-06,69.3499984741211
2009-04-07,67.16999816894531
2009-04-08,69.72000122070312
2009-04-09,71.5
2009-04-13,73.5999984741211
2009-04-14,73.05000305175781
2009-04-15,74.54000091552734
2009-04-16,79.01000213623047
2009-04-17,79.25
2009-04-20,77.7699966430664
2009-04-21,80.98999786376953
2009-04-22,85.5
2009-04-23,85.30999755859375
2009-04-24,81.97000122070312
2009-04-27,83.47000122070312
2009-04-28,84.16999816894531
2009-04-29,81.44000244140625
2009-04-30,81.08999633789062
2009-05-01,80.16000366210938
2009-05-04,82.81999969482422
2009-05-05,84.2699966430664
2009-05-06,80.66000366210938
2009-05-07,76.87999725341797
2009-05-08,77.3499984741211
2009-05-11,76.55000305175781
2009-05-12,74.88999938964844
2009-05-13,72.5199966430664
2009-05-14,75.37000274658203
2009-05-15,74.86000061035156
2009-05-18,77.31999969482422
2009-05-19,78.0999984741211
2009-05-20,75.16999816894531
2009-05-21,75.3499984741211
2009-05-22,74.54000091552734
2009-05-26,79.16000366210938
2009-05-27,80.79000091552734
2009-05-28,80.06999969482422
2009-05-29,79.19000244140625
2009-06-01,84.55999755859375
2009-06-02,86.61000061035156
2009-06-03,87.0199966430664
2009-06-04,88.9000015258789
2009-06-05,85.43000030517578
2009-06-08,83.05999755859375
2009-06-09,84.62000274658203
2009-06-10,82.98999786376953
2009-06-11,80.88999938964844
2009-06-12,81.83999633789062
2009-06-15,80.95999908447266
2009-06-16,78.5999984741211
2009-06-17,79.16000366210938
2009-06-18,81.7699966430664
2009-06-19,83.93000030517578
2009-06-22,81.0199966430664
2009-06-23,78.70999908447266
2009-06-24,79.04000091552734
2009-06-25,80.66000366210938
2009-06-26,80.5
2009-06-29,79.33999633789062
2009-06-30,80.0
2009-07-01,82.70999908447266
2009-07-02,79.41999816894531
2009-07-06,79.27999877929688
2009-07-07,76.8499984741211
2009-07-08,78.37000274658203
2009-07-09,79.62999725341797
2009-07-10,79.58999633789062
2009-07-13,80.69999694824219
2009-07-14,82.19999694824219
2009-07-15,81.9000015258789
2009-07-16,85.22000122070312
2009-07-17,85.05000305175781
2009-07-20,88.30000305175781
2009-07-21,88.69999694824219
2009-07-22,88.77999877929688
2009-07-23,91.70999908447266
2009-07-24,91.08999633789062
2009-07-27,92.0
2009-07-28,95.62000274658205
2009-07-29,94.29000091552734
2009-07-30,94.0199966430664
2009-07-31,93.83000183105467
2009-08-03,95.0
2009-08-04,96.87999725341795
2009-08-05,96.5999984741211
2009-08-06,93.26000213623048
2009-08-07,93.6999969482422
2009-08-10,93.62999725341795
2009-08-11,92.37000274658205
2009-08-12,91.11000061035156
2009-08-13,90.73999786376952
2009-08-14,87.94999694824219
2009-08-17,86.55999755859375
2009-08-18,86.26000213623047
2009-08-19,86.26000213623047
2009-08-20,88.44999694824219
2009-08-21,88.66999816894531
2009-08-24,87.05000305175781
2009-08-25,86.05000305175781
2009-08-26,85.0999984741211
2009-08-27,85.05999755859375
2009-08-28,85.05999755859375
2009-08-31,83.87999725341797
2009-09-01,81.22000122070312
2009-09-02,81.5999984741211
2009-09-03,84.5
2009-09-04,85.81999969482422
2009-09-08,87.41999816894531
2009-09-09,88.18000030517578
2009-09-10,88.8499984741211
2009-09-11,87.58999633789062
2009-09-14,87.9800033569336
2009-09-15,89.43000030517578
2009-09-16,89.7699966430664
2009-09-17,91.01000213623048
2009-09-18,93.66999816894533
2009-09-21,92.77999877929688
2009-09-22,92.91999816894533
2009-09-23,92.13999938964844
2009-09-24,92.8000030517578
2009-09-25,91.69000244140624
2009-09-28,92.6500015258789
2009-09-29,96.37000274658205
2009-09-30,97.0500030517578
2009-10-01,93.25
2009-10-02,91.97000122070312
2009-10-05,92.45999908447266
2009-10-06,91.73999786376952
2009-10-07,91.4000015258789
2009-10-08,91.70999908447266
2009-10-09,91.77999877929688
2009-10-12,90.73999786376952
2009-10-13,91.72000122070312
2009-10-14,92.25
2009-10-15,91.02999877929688
2009-10-16,90.52999877929688
2009-10-19,91.4499969482422
2009-10-20,89.13999938964844
2009-10-21,85.4800033569336
2009-10-22,89.5199966430664
2009-10-23,82.3499984741211
2009-10-26,81.56999969482422
2009-10-27,79.73999786376953
2009-10-28,80.23999786376953
2009-10-29,81.79000091552734
2009-10-30,81.48999786376953
2009-11-02,82.68000030517578
2009-11-03,82.72000122070312
2009-11-04,82.41000366210938
2009-11-05,85.86000061035156
2009-11-06,86.44999694824219
2009-11-09,88.26000213623047
